,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120
SAMPLE_144,2468,0,0,0,192,1106,523,203,16,0,648,0,0,1508,0,0,0,0,13,543,0,1361,0,0,25,0,0,694,0,0,0,0,0,0,0,180,0,0,29,0,236,1974,0,0,0,987,1128,257,3854,0,1335,3377,5240,209,0,0,2489,0,705,0,680,101,363,189,1181,526,24,6,0,0,9,0,4014,385,0,0,0,0,113,1622,517,0,0,2176,95,0,335,3479,562,989,240,0,0,187,0,22,1818,0,0,0,109,121,874,0,7,0,0,0,0,0,7091,776,3296,0,0,2367,109,0,0,45
SAMPLE_145,850,2409,0,0,578,649,148,2470,25,214,21,0,0,2,0,1392,0,0,0,0,13,73,399,0,0,1657,1152,230,0,176,0,810,0,0,0,788,0,0,0,0,1722,0,152,0,0,0,983,755,0,1868,1304,2650,4780,0,0,0,0,110,0,0,0,0,0,438,0,1345,69,0,561,4060,0,0,671,0,0,609,0,0,719,0,240,0,0,2495,0,0,0,98,1570,0,1343,26,0,0,76,0,873,0,0,976,0,0,0,75,262,122,655,1092,0,148,169,1277,896,0,0,0,0,2066,0,0
SAMPLE_146,1194,0,972,0,0,398,8,0,0,75,819,835,1683,1943,0,1008,134,0,0,0,537,0,840,670,0,0,2970,3566,63,0,0,0,0,0,0,41,0,0,3807,0,0,0,0,0,0,0,0,0,0,41,1340,2156,6353,484,0,0,1724,0,60,300,0,3981,0,0,0,0,11,654,0,2107,10,0,16,82,0,439,0,0,41,598,2083,0,0,1195,160,4438,0,1210,3551,0,54,9,6752,0,1146,0,0,0,1552,59,0,0,0,0,211,55,106,0,0,135,1520,79,0,714,0,251,15,0,0,340
SAMPLE_147,0,0,109,0,1176,0,841,0,0,0,0,175,810,1813,0,336,0,15,0,85,0,3494,0,290,2732,0,2867,259,0,1331,1504,0,0,0,0,361,954,0,777,0,1348,0,46,0,0,0,1767,0,0,0,0,1604,248,215,0,236,300,0,386,1732,0,0,64,682,590,717,126,0,88,0,155,798,2225,151,0,1118,0,0,349,1251,294,0,0,459,279,4507,1297,2944,0,0,0,0,0,1978,0,0,0,0,3697,33,336,0,0,0,0,18,0,0,0,0,1944,362,0,0,3141,820,118,34,0,896
SAMPLE_148,1587,0,0,0,181,86,184,0,1842,255,0,0,5105,3425,0,1305,159,0,0,276,0,4252,1164,0,0,0,478,24,0,218,0,0,600,0,0,11,0,0,0,46,0,0,0,0,0,0,1192,5,166,0,3205,170,4588,0,0,39,0,0,0,2056,0,0,0,94,2379,273,0,0,0,0,180,0,2547,2,0,0,0,0,129,0,0,0,0,1794,40,426,1336,1743,0,0,2797,0,3628,3713,0,48,57,2576,792,0,0,785,102,17,36,591,22,0,0,0,0,0,0,500,82,259,0,0,0,0
SAMPLE_149,0,0,0,0,0,176,584,394,0,384,1113,0,23,312,0,700,1360,0,0,429,0,857,0,0,0,440,732,2573,0,12,0,0,32,0,0,0,0,0,2050,0,0,473,0,0,0,0,49,0,464,0,5571,3135,1883,111,0,0,1758,0,0,0,0,0,676,660,1807,1672,141,0,0,0,23,254,548,118,0,1403,0,0,0,0,976,0,0,3552,1076,0,624,2510,828,3,0,0,0,0,0,39,0,0,573,0,0,0,0,775,0,166,0,0,0,0,0,0,0,0,156,0,74,0,1321,0
SAMPLE_150,0,0,0,0,618,94,0,0,0,77,63,0,1679,479,0,408,230,0,0,104,0,1493,16,0,0,0,40,1457,0,0,1175,0,0,0,0,172,1749,0,105,0,0,0,1193,0,0,768,0,0,101,0,2848,2877,862,239,0,0,0,69,247,0,0,0,0,0,765,0,0,0,0,0,1,631,2846,15,0,1752,0,0,94,0,550,0,57,0,0,0,0,104,0,0,2507,0,4152,0,0,0,1588,3647,0,0,0,800,35,844,0,80,0,99,0,0,828,758,483,16,80,22,1744,577,0,654
SAMPLE_151,0,0,0,0,95,42,223,784,450,0,0,0,0,0,12,0,31,0,0,0,0,0,0,279,2804,0,1844,0,0,1522,46,0,0,0,86,1503,0,0,0,0,0,0,1079,0,0,0,4017,0,0,0,2175,4124,0,0,4051,6,0,222,424,170,0,0,0,111,0,421,191,122,0,100,1111,7,32,0,0,3856,0,24,269,385,1159,0,7,1710,1867,3106,660,1363,562,0,0,0,2777,0,0,1376,0,0,890,0,0,0,0,0,82,0,0,0,0,0,3597,152,0,0,59,0,922,0,0,1091
SAMPLE_152,0,0,0,0,510,0,0,620,0,0,0,245,0,1060,0,1665,2285,414,0,310,0,2395,2,249,2377,0,862,1378,0,346,0,558,124,1638,0,2,0,0,0,0,0,1882,0,0,0,0,366,0,2540,0,5334,6311,0,362,0,366,0,0,0,0,18,0,0,22,2928,577,295,0,0,1534,70,0,3860,0,0,2586,0,0,0,0,558,0,0,2448,256,2110,479,2796,942,0,0,0,8189,1032,0,605,0,1642,3285,0,0,0,431,0,0,120,0,0,0,0,9954,1066,1129,0,0,731,33,0,0,0
SAMPLE_153,0,0,95,0,380,0,0,871,1424,1136,0,287,0,633,0,0,32,0,0,297,0,632,0,0,0,162,203,1,0,0,122,147,0,0,0,0,0,0,4042,0,0,0,87,634,962,0,4277,0,3158,0,1191,921,5105,0,551,0,12,629,2200,576,0,1007,0,0,2196,0,99,383,0,2187,252,0,599,1,3045,0,0,336,678,0,0,0,1168,1370,0,0,0,689,2971,0,2478,0,1675,2663,0,659,0,0,0,0,1142,1200,70,1617,0,0,44,0,0,0,200,640,79,27,198,522,0,2512,0,0
SAMPLE_154,0,0,0,0,588,1048,0,0,1102,133,52,99,0,0,0,1278,53,43,0,382,0,2496,935,0,0,0,140,4,0,0,1993,166,136,0,0,1141,775,0,2058,0,0,0,126,426,730,0,702,330,0,0,762,1998,3402,149,0,0,0,693,395,0,0,0,0,0,1578,203,0,0,0,2204,0,0,1880,6,1498,57,0,0,352,959,0,0,1236,575,24,0,0,458,1084,0,0,0,1654,0,96,0,1775,135,1175,0,0,0,0,1105,0,214,0,0,0,24,1111,0,0,447,0,2946,0,1367,0,1149
SAMPLE_155,0,0,0,0,1516,738,7,364,203,0,0,0,727,59,116,0,0,0,0,0,0,0,0,455,1894,130,0,453,0,920,2347,0,0,0,0,0,2113,456,801,0,0,0,36,0,0,0,1344,0,448,0,1892,3436,0,328,0,0,76,0,478,469,0,948,217,0,0,0,181,605,0,32,7,0,0,4,1592,0,0,37,0,333,16,0,1600,63,268,0,0,0,0,0,525,0,5371,1586,0,285,0,729,1131,0,0,249,372,727,0,0,0,2538,0,1026,6062,0,0,0,59,2859,0,1237,3491,1572
SAMPLE_156,0,0,0,0,1027,581,508,0,0,0,198,0,0,0,0,1050,0,0,0,0,0,2358,64,1509,0,0,70,1358,27,899,2839,163,417,0,0,420,0,0,0,0,455,0,168,71,0,504,0,36,0,0,0,3906,0,0,0,403,0,308,237,0,0,130,0,0,0,307,50,175,0,0,134,270,2564,97,0,160,0,0,998,0,0,0,44,577,25,0,1971,247,3174,0,2657,0,0,0,193,326,0,0,386,0,0,0,0,0,111,581,0,0,0,0,355,0,0,160,2700,84,2006,0,0,1175
SAMPLE_157,0,0,0,0,885,0,442,0,1854,0,0,2197,0,1130,0,206,123,0,0,0,26,1437,22,14,0,12,772,1243,0,44,0,657,0,0,0,0,0,0,0,0,2002,961,0,1180,0,0,4304,89,3495,0,0,1516,0,0,0,0,0,602,8,0,0,1615,0,0,0,404,71,654,0,315,34,276,1459,0,2458,1237,0,481,160,145,366,0,411,0,135,0,359,2610,1587,0,2547,0,0,933,0,0,0,0,0,0,0,0,0,0,821,0,0,111,0,0,1902,1122,0,91,0,0,0,1072,0,9
SAMPLE_158,0,0,0,0,956,1248,0,0,518,0,0,1728,0,25,0,1337,2476,0,0,0,0,175,0,0,0,0,200,511,184,463,0,859,0,0,0,1664,0,55,392,0,0,648,0,660,0,0,0,192,709,0,3101,963,682,788,0,0,0,953,0,0,0,4136,0,245,0,1258,68,633,0,109,0,2028,2309,343,0,2646,0,0,611,0,884,0,0,0,0,0,257,595,0,0,0,0,3933,0,0,0,2001,0,341,0,210,0,45,0,1667,0,0,1612,0,0,0,1910,0,741,0,0,2797,0,0,0
SAMPLE_159,3304,0,0,0,656,1971,0,0,0,0,0,38,0,0,0,1469,868,0,0,0,0,26,232,0,0,0,1190,237,28,30,2271,0,0,0,0,1416,924,0,4473,0,0,6,0,1537,0,0,0,870,212,0,0,3946,7209,1949,0,0,571,335,683,0,0,0,0,165,0,834,75,0,0,3554,439,0,10,118,324,1734,0,0,51,3416,563,0,0,4151,1328,305,475,4199,687,0,0,0,3260,550,0,0,0,0,0,0,1165,0,0,1,0,182,0,272,0,0,8462,0,33,282,91,0,0,3101,0,1186
SAMPLE_160,0,0,0,0,741,2139,270,0,0,0,0,719,0,0,0,1670,0,0,0,0,0,0,703,280,36,0,872,2352,0,0,1127,809,0,0,0,717,721,0,0,0,817,1914,0,495,0,736,131,0,0,29,4711,4034,1159,104,4515,6,216,3509,1008,0,0,0,0,1074,0,648,284,0,0,0,428,226,426,16,0,2331,0,0,94,299,1229,0,0,0,24,2772,0,2649,0,0,0,2,7176,0,0,0,936,0,0,0,0,0,0,0,0,0,0,256,0,275,3939,217,2417,491,0,1385,251,0,0,2674
SAMPLE_161,0,0,0,0,214,575,0,0,0,0,0,0,0,670,10,399,0,0,0,372,186,648,0,0,0,0,2517,8,0,38,0,55,0,0,100,765,0,0,0,0,0,727,0,957,0,0,3930,0,27,0,1362,2666,1790,4,0,0,0,0,192,0,479,591,0,176,275,454,37,0,0,708,170,190,1148,5,0,495,0,1193,30,0,140,0,271,302,690,0,232,1654,1521,0,0,0,2845,3422,0,0,0,728,0,0,0,0,15,0,0,17,0,0,0,0,1050,2497,1469,0,0,2220,297,0,0,266
SAMPLE_162,0,0,0,0,833,0,0,512,102,330,0,19,0,350,5,0,1154,0,0,0,0,438,159,1,28,0,0,3055,0,0,0,2877,0,0,0,39,0,0,0,0,0,0,0,0,530,0,600,17,581,88,4133,756,114,0,0,0,396,21,151,1276,0,0,1741,0,0,1514,295,0,0,1429,0,1048,301,34,2350,2814,0,0,504,427,932,0,0,3320,643,112,304,1164,0,0,485,11,5524,2960,0,0,20,0,0,0,0,185,252,1667,0,0,30,15,0,1702,0,52,3251,0,0,0,0,2385,0,937
SAMPLE_163,4507,0,0,0,233,0,1124,486,2872,312,1102,59,2075,24,0,612,0,0,0,0,10,336,0,61,0,0,1094,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,278,74,0,0,0,2119,0,0,0,891,1754,3478,933,0,188,767,0,0,1048,0,0,0,0,0,1024,66,0,0,0,0,1107,487,71,0,3874,0,0,410,0,1196,0,60,3970,1300,401,0,3792,1993,0,4476,0,2596,1246,2374,0,0,0,0,0,838,1030,194,88,0,0,0,639,0,0,910,776,1117,126,0,959,20,0,0,4753
SAMPLE_164,182,0,0,0,0,1572,85,0,1535,0,12,924,596,0,0,292,2083,0,0,57,0,1326,139,0,0,0,946,0,0,0,1154,223,0,0,0,11,1735,0,2332,0,0,3504,148,937,0,0,1297,249,0,0,2553,3023,1207,922,0,0,239,1108,2350,0,0,0,0,233,326,1405,119,1,0,149,0,214,1076,8,30,1288,0,1987,0,72,1925,0,53,142,0,235,1665,2775,0,250,0,0,3797,2320,0,37,0,0,0,0,0,0,0,0,61,39,0,496,0,0,0,721,0,153,0,1207,856,16,0,3226
SAMPLE_165,0,0,0,0,367,1830,0,2148,0,1216,417,3582,0,0,0,609,0,591,0,398,0,69,0,0,0,0,335,120,0,47,578,0,303,0,0,0,794,0,57,0,0,0,0,76,0,0,503,545,0,0,3795,699,1072,724,0,35,0,3457,624,230,0,417,0,0,531,123,0,21,0,0,183,236,1963,78,0,67,0,275,19,1454,0,0,489,0,1141,658,0,182,0,2603,0,0,7924,546,561,0,0,0,4919,0,0,0,537,930,0,324,359,897,0,1012,0,51,1607,34,2618,3807,0,0,0,895
SAMPLE_166,775,0,0,0,372,1406,0,3179,0,0,0,0,0,1051,0,0,0,0,82,0,0,1182,205,0,0,0,1582,1447,0,317,220,681,0,0,2183,502,0,0,459,202,2753,1756,279,0,0,0,3471,0,0,0,0,0,0,22,0,5,642,0,0,0,0,285,0,821,0,0,0,0,1193,0,238,0,799,16,0,2137,0,586,296,1508,729,0,14,256,941,451,284,3724,2278,46,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,1470,46,0,0,5868,0,1193,387,1653,0,0,682,0,0
SAMPLE_167,913,0,0,0,721,198,0,1104,2257,0,1038,0,0,41,0,720,28,0,0,24,0,65,0,0,0,0,0,291,0,0,3954,0,0,0,0,0,3190,0,1329,0,392,8,1400,0,0,0,5403,0,413,0,0,7375,1846,594,0,0,161,0,398,0,0,0,0,0,284,868,336,4,0,0,0,0,635,129,0,2153,0,0,0,23,656,0,0,1056,917,0,6,2567,1182,132,2217,1058,545,6745,162,905,0,0,0,0,0,0,0,100,0,42,0,127,0,185,10453,1982,1788,0,0,0,0,0,0,2745
SAMPLE_168,0,0,0,0,589,0,165,0,2155,18,0,0,0,3165,0,318,0,0,0,80,0,3235,72,0,0,0,476,310,773,22,0,97,0,0,0,334,0,0,100,0,0,0,0,0,0,231,1472,0,0,1229,1053,2750,4592,385,0,0,328,0,671,0,0,0,794,158,768,1575,351,0,0,0,110,0,2826,27,1738,3984,0,0,225,896,1270,147,0,0,156,0,1427,727,229,0,39,116,1948,5760,0,0,0,0,1530,0,0,0,0,0,0,0,0,314,0,0,0,253,120,882,1334,0,0,846,0,4022
SAMPLE_169,0,0,0,0,0,566,112,526,904,827,350,0,0,14,0,1402,79,0,0,52,0,2487,7,0,2144,0,998,3098,0,0,0,0,0,0,0,351,0,0,0,0,0,76,0,0,0,0,1420,0,0,40,0,1739,4935,22,0,0,383,0,117,626,0,802,98,0,345,182,401,0,0,0,19,0,1432,16,0,4854,0,0,18,2439,1462,0,43,1049,774,223,706,227,1218,0,0,0,0,0,761,0,0,0,1825,0,0,0,0,372,0,0,0,0,0,1427,110,0,0,1022,182,1961,0,334,204,380
SAMPLE_170,719,3078,0,0,0,2180,494,435,0,1448,0,347,701,158,0,454,1563,0,0,475,0,1096,0,8,94,0,0,0,0,209,1440,2349,160,1374,3201,388,0,0,0,0,0,0,0,0,1923,0,439,0,0,0,4126,46,1466,0,0,0,0,0,0,776,0,0,0,0,400,325,227,0,0,5008,13,0,1473,0,95,1208,0,0,95,1279,0,0,0,0,94,2071,0,2077,0,65,0,0,5539,2088,0,560,274,0,657,0,0,745,1869,0,0,184,0,592,0,0,0,1380,2987,0,53,184,0,43,0,0
SAMPLE_171,0,0,0,0,293,286,0,522,0,28,703,699,0,481,0,422,30,11,0,0,20,420,0,0,0,0,208,135,0,0,0,0,60,0,0,0,0,0,0,31,721,437,13,0,0,0,2576,0,966,0,1854,955,0,482,0,0,0,30,302,0,0,491,0,347,0,0,204,315,0,0,598,0,314,0,24,2076,0,0,0,1305,1331,0,0,1967,0,3368,96,607,1151,0,0,0,525,421,2466,0,0,0,0,0,0,0,0,0,0,92,0,474,0,0,2049,114,1088,0,1731,1347,468,20,0,817
SAMPLE_172,0,0,0,0,574,0,463,1193,809,0,170,266,0,245,0,317,0,0,0,289,14,1538,656,0,0,0,0,1797,0,60,0,1119,0,0,0,1458,0,0,0,0,1762,0,0,877,0,0,3141,972,50,0,4642,289,583,0,0,104,0,0,16,541,0,0,0,0,613,66,548,0,0,902,93,489,2281,154,0,3374,0,0,847,220,930,0,52,665,171,164,2399,150,2692,0,31,0,197,1414,708,0,0,0,0,0,0,0,36,3029,18,0,0,0,272,602,0,0,930,0,167,0,1545,0,0,120
SAMPLE_173,0,0,47,940,394,1919,831,0,0,21,491,0,0,1117,253,798,62,0,0,312,0,2550,0,91,857,0,0,1273,25,0,248,716,90,0,0,201,1498,0,981,22,0,0,0,0,0,0,1241,0,1965,0,572,1603,0,352,0,0,573,3035,132,0,0,0,1815,176,2832,0,265,0,0,1725,0,1447,1980,83,0,1956,0,576,699,0,756,0,714,2956,0,0,1806,0,0,1329,4684,3416,0,2984,0,1496,162,0,398,0,0,0,1487,102,0,122,0,497,0,0,0,0,747,0,0,4482,0,0,0,0
SAMPLE_174,0,0,0,0,0,2289,0,141,301,0,154,103,0,4,538,2051,817,0,0,0,0,452,0,0,0,0,1455,0,0,0,48,1643,170,85,0,319,0,0,1025,0,12,0,823,44,0,0,346,24,182,0,0,3298,4472,0,0,0,24,0,0,266,0,21,24,118,0,1216,101,0,0,827,42,467,665,0,40,0,0,0,299,100,0,63,4,558,1011,67,0,4697,0,0,205,0,0,66,54,0,1824,844,0,0,0,6,0,0,15,464,20,281,0,0,3231,0,0,174,360,0,136,21,0,4642
SAMPLE_175,5584,0,0,0,660,824,11,172,0,0,0,0,0,513,0,245,590,1,0,0,1049,881,676,0,0,0,21,2610,20,955,0,0,0,0,40,371,0,0,0,0,0,0,0,266,0,1170,730,6,143,0,313,755,4414,611,0,43,0,2970,22,0,0,341,0,0,0,1133,425,0,0,1,0,221,935,0,0,1218,0,0,4,2,522,0,0,0,298,37,0,72,2424,0,1713,0,0,0,1129,23,1791,0,1159,0,0,562,9,0,63,0,164,0,1706,186,0,0,3717,262,0,3817,899,0,65,99
SAMPLE_176,0,0,0,0,419,180,0,0,15,80,0,195,0,1103,209,0,40,0,0,61,0,2345,0,0,1151,0,2130,268,0,9,6580,807,0,0,0,0,2963,0,0,0,0,0,1039,0,0,0,0,440,323,0,3444,4395,0,550,1992,0,751,0,1175,23,0,0,0,0,488,0,45,0,0,566,722,1570,1828,65,0,134,0,42,382,0,375,0,0,1372,2033,246,818,3198,1667,0,35,0,8086,692,0,0,0,0,0,0,0,0,173,0,0,0,0,844,0,366,2983,1538,657,215,2833,0,179,0,0,2966
SAMPLE_177,675,0,0,0,1000,2303,0,113,0,0,228,0,885,0,0,573,0,0,0,115,0,1562,169,0,0,0,0,2362,19,1009,2344,0,0,0,27,35,1412,0,0,0,0,0,0,37,0,32,59,2,0,0,2069,0,549,274,0,0,943,0,259,0,0,0,3478,0,798,1403,0,0,0,0,77,1391,989,45,0,3,0,0,448,0,0,0,0,0,1299,1864,403,711,0,0,0,0,0,1293,858,0,0,0,1402,0,0,0,0,311,14,0,0,0,0,794,0,0,0,0,0,0,115,393,0,1393
SAMPLE_178,0,0,0,0,970,46,0,410,241,427,0,0,0,1936,0,218,95,0,0,54,0,2944,0,0,0,0,0,3663,0,19,0,354,0,0,0,1850,0,0,0,0,495,2153,5,0,0,0,2096,14,0,0,1323,3573,411,15,0,0,635,0,10,411,0,0,0,0,585,698,79,0,0,0,0,0,1787,36,0,2395,0,0,523,600,0,0,0,0,0,2334,678,4551,1810,0,486,0,1298,260,0,0,0,0,0,0,0,175,0,0,0,0,0,1068,0,0,7820,39,942,0,433,0,3656,0,0,105
SAMPLE_179,0,0,0,0,17,663,101,0,186,398,13,62,0,315,349,1082,0,0,0,0,0,1513,0,809,1553,0,1177,23,0,10,1074,0,0,0,0,1367,1704,0,2233,0,0,263,30,73,0,0,290,152,0,61,861,1108,1801,493,0,116,0,2315,388,1583,0,807,0,0,0,0,149,2,0,2061,0,165,0,14,0,434,0,0,0,245,366,0,0,2758,894,288,1684,3292,1441,0,587,5,171,648,0,0,0,0,1098,0,0,261,0,349,1425,122,0,1166,0,0,1198,47,284,149,0,2147,0,276,0,1492
SAMPLE_180,1354,0,0,0,597,0,32,0,0,0,0,0,0,62,0,36,0,662,207,369,0,92,910,0,0,0,438,2133,0,50,0,0,18,0,0,86,0,0,1374,0,58,0,12,161,0,60,0,15,0,0,0,4916,0,0,0,0,0,0,339,0,4228,137,229,852,2894,0,392,14,0,0,315,851,179,0,0,1058,0,25,0,2723,0,0,0,0,0,439,1509,1298,4,1320,0,0,936,0,0,1602,426,189,120,0,0,0,0,0,157,0,0,48,27,0,3811,53,854,780,0,0,39,0,0,2245
SAMPLE_181,1497,0,0,0,982,0,0,0,0,0,165,0,0,0,0,485,0,0,0,0,0,0,655,0,2349,0,77,3458,45,0,818,2675,5,0,0,132,1576,0,0,0,3081,4,0,324,0,30,167,0,553,0,4032,2399,3378,634,3606,0,0,1783,177,0,2414,249,0,601,0,118,127,0,0,0,475,3583,161,677,0,5013,0,100,683,0,1294,0,0,222,1034,0,277,273,0,0,0,0,5026,0,72,0,0,0,476,0,0,0,394,0,0,24,0,0,0,0,0,378,4076,264,74,913,118,0,1381,1200
SAMPLE_182,2340,0,13,0,0,3187,0,43,0,621,17,0,0,23,0,0,0,0,0,0,0,197,0,7,51,0,559,1837,47,8,0,801,428,0,0,1150,0,0,1791,0,0,0,0,731,0,876,87,22,49,0,0,6964,0,165,0,9,0,429,560,100,31,0,0,1821,0,400,0,146,0,0,562,1088,2418,294,0,1507,0,0,85,0,389,0,0,0,0,861,772,1838,0,0,0,0,0,0,0,1147,1687,1718,916,0,0,0,38,0,183,43,0,125,0,0,9826,0,0,0,3299,1908,372,0,0,18
SAMPLE_183,0,0,0,0,1543,2371,1095,464,2574,514,0,3120,3021,4,207,0,0,0,0,205,0,10,246,253,2371,0,0,1766,205,137,0,2668,0,0,0,1760,251,24,955,0,0,0,1410,0,0,71,2370,98,536,0,0,0,319,833,0,7,1170,993,107,1344,0,0,36,44,484,144,587,0,0,76,95,2178,484,484,0,0,0,0,614,0,2517,0,997,4270,1187,0,22,413,0,182,3402,0,1805,754,0,0,0,0,1976,0,0,188,428,413,0,0,0,217,0,0,0,1500,2371,0,0,4878,692,249,0,769
SAMPLE_184,1205,0,0,0,1051,219,75,155,0,1642,252,198,1511,38,278,859,0,0,0,0,0,0,0,0,0,0,0,3315,0,141,608,2524,0,0,0,1639,1259,2,0,0,219,0,0,279,0,0,250,0,3041,0,4734,6109,0,619,0,45,218,1072,1419,0,0,136,0,1660,0,1368,22,0,0,1610,450,940,240,49,119,1530,0,0,0,0,438,0,0,2304,1339,0,0,2079,825,0,0,0,6595,0,498,0,0,0,0,0,0,0,36,204,0,0,0,0,0,973,8995,515,3770,0,0,285,0,3706,0,1841
SAMPLE_185,0,0,0,0,0,376,8,5446,0,215,24,0,697,0,0,120,0,0,0,129,0,410,1005,0,0,227,744,0,0,711,0,994,54,0,0,4,175,0,1032,0,0,0,0,0,0,0,4222,0,0,0,1751,2724,0,43,0,0,0,0,199,959,331,1340,0,1724,1045,759,167,0,26,37,0,2998,445,5,0,2152,0,0,168,0,567,0,0,362,31,772,151,2413,0,0,1195,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2286,2852,824,857,1021,0,1405,0,111,0,1417
SAMPLE_186,2273,0,0,0,145,1877,6,0,0,325,244,0,3006,963,0,1024,0,0,0,452,0,863,0,1165,760,0,154,356,1425,9,3130,2471,0,0,0,1373,1686,151,0,0,169,144,0,0,0,488,0,485,0,0,0,5037,6222,621,0,5,788,0,311,2453,0,0,1075,453,1745,395,30,0,0,0,0,678,579,37,0,170,0,0,732,0,0,0,827,2,97,286,0,559,0,1092,437,0,618,0,0,0,0,0,1171,0,112,274,0,0,617,0,0,0,0,0,8564,0,1832,0,0,0,1899,0,99,2217
SAMPLE_187,0,2677,0,902,40,2473,629,0,785,576,0,0,2824,1496,492,1605,1778,0,0,34,0,1394,116,0,3207,0,1553,47,0,413,0,537,0,0,0,0,22,0,3449,0,1597,1906,0,0,0,0,537,0,1323,0,0,43,2459,0,0,17,476,0,168,481,22,0,0,81,275,0,0,9,1443,1540,0,0,876,25,0,0,0,31,220,0,316,0,18,3836,1363,2400,30,4292,0,149,1144,0,0,443,0,852,0,0,1058,0,0,232,568,1044,2,0,0,0,0,0,0,0,1006,1229,0,515,0,1137,0,373
SAMPLE_188,1359,0,0,0,423,174,0,183,894,0,43,0,0,496,0,0,2603,2,0,327,1009,469,0,0,0,0,0,1669,0,1276,0,1563,543,0,0,0,0,0,1382,0,355,0,144,456,0,0,997,442,0,2,2901,5255,0,76,0,1,132,0,2601,520,0,1981,0,0,184,829,440,986,0,0,181,0,639,99,0,2109,0,1499,875,2187,664,0,925,2474,0,747,124,3862,119,0,1418,1726,4469,0,129,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,995,3063,0,3564,0,68,0,0,1881
SAMPLE_189,1995,0,0,0,309,2729,12,0,0,1820,0,907,2102,0,0,99,122,0,0,0,0,0,364,38,291,0,945,0,46,40,2301,270,58,0,0,582,0,0,3184,0,0,2214,0,37,0,1111,2691,400,685,0,1606,4058,1294,0,0,3,0,0,0,0,0,0,0,626,0,2390,259,0,0,0,0,0,0,6,0,646,0,0,172,0,463,0,62,0,30,2489,0,3021,0,0,39,68,3884,0,0,455,7001,0,0,0,339,0,516,892,0,79,0,224,0,0,4135,0,1802,268,0,0,0,0,0,0
SAMPLE_190,118,0,0,0,0,448,0,3173,844,703,0,407,0,159,0,112,25,0,0,0,0,0,0,0,0,0,1046,199,0,157,0,174,0,0,1831,140,470,0,0,0,0,374,0,2408,935,0,2000,146,0,0,1643,207,0,231,0,0,1029,1435,2307,4332,0,0,0,0,0,617,168,0,0,1882,248,188,684,62,0,3420,0,0,0,1671,0,0,54,0,764,518,0,3592,2071,0,2837,0,3760,877,0,0,0,0,3515,0,0,0,0,0,1406,0,0,320,0,0,0,1686,3066,152,0,872,1869,0,0,987
SAMPLE_191,623,0,0,0,56,17,0,0,14,0,0,0,0,64,0,542,120,0,0,219,61,3617,0,0,60,0,1213,0,439,135,0,0,63,0,0,0,31,0,0,0,1540,0,0,0,0,184,884,87,2998,2,0,3642,0,0,0,0,0,0,73,0,0,426,23,422,647,0,29,19,0,0,0,1706,2290,0,0,3772,0,0,175,758,0,0,0,530,8,0,853,4163,0,0,24,50,0,0,0,0,0,0,0,0,0,0,2149,0,902,137,0,79,0,0,3175,23,198,129,0,0,0,0,0,263
SAMPLE_192,0,0,42,0,1823,290,1,2859,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,992,0,435,0,465,0,1238,0,634,0,0,0,537,0,0,0,0,98,0,144,990,216,0,396,0,2023,0,2356,537,0,0,0,10,0,0,2548,0,0,0,0,0,0,0,21,0,0,3305,42,1087,617,127,0,195,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,257,0,1696,431,0,0,0,533,0,0,0,887,423,1072,891,0,225,4879,215,0
