,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_109,0,0,0,250,1644,0,1606,0,0,128,1369,0,2839,787,0,1434,0,0,695,0,52,0,1702,92,932,1734,142,299,607,0,1902,0,0,200,0,22,275,0,602,1041,0,35,0,0,0,509,2086,0,457,838,594,294,0,0,0,367,146,2530,328,1902,0,1317,204,221,500,1932,201,514,0,2224,149,0,0,403,508,0,9827,800,107,275,0,2543,0,252,1804,2599,0,137,376,1936,0,1628,2382,0,0,1044,1050,1312,455,2224,1007,233,176,135,0,0,177,899,0,0,442,1165,255,23,0,321,183,643,1128,1377,1274,856,0,3,624,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344
SAMPLE_110,112,0,0,0,619,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8890,0,2873,1833,1245,0,2089,0,2301,0,1865,318,189,1439,617,0,0,259,218,0,1671,0,0,0,0,0,215,0,1,687,567,0,183,0,332,0,2079,0,809,0,0,0,0,0,0,936,0,2647,2610,4674,699,0,4090,0,0,0,5194,0,248,0,0,0,0,0,3320,1265,3919,113,0,0,0,0,2131,0,0,0,204,507,61,1407,0,112,0,0,0,0,173,156,1337,948,4060,155,975,3467,1687,5359,4406,0,1170,302,1772,1015,670,848,2509,0,4543,2875,0,0,3386,1012,0,1210,4284,827,497,1171,0,387,665,1038,1053,105,0,0
SAMPLE_111,272,267,0,580,6044,0,0,708,0,176,2275,0,2215,0,404,775,0,7979,366,124,0,3154,0,0,1678,0,0,141,0,0,0,455,0,0,0,0,0,354,935,0,0,0,399,0,975,0,0,0,0,1152,1901,1886,0,0,0,0,781,0,0,0,0,0,0,7,1,392,0,0,280,0,0,0,0,0,0,3877,0,0,0,0,3954,0,0,198,0,0,1297,295,3123,1910,0,196,1278,0,1815,1873,3096,1697,317,230,3023,397,1566,290,696,0,1179,1839,1228,2489,692,5043,1723,291,1581,1641,4262,2314,1913,0,1714,102,2177,0,1681,858,1200,2302,899,40,1726,2070,185,0,439,5018,511,0,1684,532,0,0,0,4003,645,2051,0,1178,537,2655
SAMPLE_112,540,659,0,397,2236,0,87,708,3770,0,484,0,2420,0,1740,0,0,271,1707,150,0,1023,419,0,2393,1289,0,185,0,564,493,0,0,107,307,458,0,0,0,243,0,135,412,0,0,0,0,201,0,0,1133,658,614,47,271,2676,0,2974,0,0,0,3692,133,0,538,3694,0,0,4748,1741,332,2082,1117,3954,177,5088,4253,315,1297,358,0,1440,0,56,1984,3171,0,156,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,105,0,0,0,0,246,334,273,1528,1446,0,2414,103,1210,1346,115,323,659,2720,0,451,0,0,1012,0,0,792,1648,301,444,363,417,2440,2038,5549,444,619,3869,1289
SAMPLE_113,258,151,254,203,3490,640,92,922,0,121,0,955,0,2310,0,424,0,0,0,0,278,0,0,0,3052,0,559,2844,0,0,0,1527,3999,0,897,4278,0,0,120,0,0,213,0,0,240,0,0,0,864,0,0,0,0,1732,1491,0,0,1026,412,0,0,3293,108,73,0,955,0,1345,4745,1831,60,4850,1388,6934,915,0,3243,0,0,718,3530,1791,485,475,3111,8042,877,965,1387,1287,0,0,1340,0,776,0,0,0,0,4259,0,0,0,0,410,0,0,0,0,49,0,2712,0,0,0,0,319,509,1461,0,1047,0,0,77,264,1344,1028,227,2988,0,0,0,673,0,1922,5116,2067,698,2886,386,547,144,108,899,1282,2260,895,0,2350,1801
SAMPLE_114,822,1587,981,196,2958,134,116,591,478,0,142,0,2070,0,1048,2754,0,0,226,158,0,3303,663,106,3118,855,1794,1188,1529,0,3719,89,2776,0,1817,2308,683,1112,278,0,423,0,0,2187,150,814,1322,33,662,0,2090,148,101,993,0,877,1465,0,0,0,1740,0,0,0,1927,0,0,67,1253,3470,1672,2446,1336,0,242,0,165,487,0,0,0,752,0,0,3612,5253,311,421,219,0,0,0,1569,371,2008,343,1922,679,3973,3149,0,0,406,0,1532,0,1472,0,0,0,0,0,0,0,0,429,0,0,0,0,0,375,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1827,426,3422,861,5542,0,747,4666,0
SAMPLE_115,0,0,0,591,4481,0,0,0,43,547,1708,0,0,0,181,0,0,7632,0,0,134,1144,707,3315,0,0,0,1610,0,0,0,561,0,0,0,0,0,274,368,0,0,311,911,0,463,164,804,893,1090,0,1087,476,0,1113,293,0,66,1795,0,0,1795,2353,0,0,1467,0,0,0,0,0,6452,1641,0,0,243,0,2703,0,0,0,0,913,140,0,2092,0,0,0,0,714,0,0,1737,809,0,117,0,0,0,0,0,0,0,0,1573,0,2349,103,505,0,1242,3860,662,0,2906,680,1598,2341,0,2070,2477,1374,2129,218,0,1519,0,0,583,0,0,0,0,0,3088,1176,1395,2114,1364,972,0,288,0,0,0,1592,1072,970,650,0
SAMPLE_116,422,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,1831,961,0,2580,0,1005,3083,0,0,510,0,0,0,0,0,0,385,3417,0,0,282,0,127,133,0,0,199,0,180,0,0,1789,915,389,0,0,0,0,835,5651,2846,1869,5139,3607,3349,371,0,0,537,430,0,222,804,450,81,856,0,400,256,2239,3083,5838,1440,1059,273,0,952,1958,0,1525,770,1723,0,100,1116,109,42,0,750,1321,0,271,888,0,487,1667,0,896,1192,0,2772,1564,0,2805,215,3807,1184,346,0,1463,1099,0,0,380,0,3961,1866,985,679,1418,1102,167,314,0,403,2185,2045,1286,54,139,2691
SAMPLE_117,0,1521,0,1030,1893,0,83,0,0,360,0,0,0,0,0,0,2255,0,619,0,0,0,994,1487,8418,2879,1964,0,1604,0,1679,1661,4383,0,1312,0,493,1515,378,0,0,103,399,0,192,0,2443,1741,753,0,2909,194,395,200,666,846,12,936,0,0,0,993,0,33,3311,2669,0,1406,5623,3496,1131,3097,0,2827,352,860,0,0,0,0,433,1569,0,45,1402,1453,0,430,0,0,158,0,0,2012,0,0,0,8,76,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661,319,172,0,0,0,0,0,0,177,414,0,49,0,0,509,219,1118,0,2330,1194,66,892,0,427,626,2207,0,0,1325,648
SAMPLE_118,815,788,0,29,507,82,0,0,0,0,1381,0,0,0,288,2623,0,0,909,86,0,43,509,0,913,0,300,1160,784,2561,0,0,2075,0,906,0,132,264,46,0,287,27,62,0,0,133,0,0,0,0,1963,788,88,914,3022,517,692,0,250,0,0,0,0,575,0,0,0,0,0,0,0,0,114,0,283,0,0,1107,0,0,1195,0,552,64,2012,0,0,503,1610,725,2337,851,0,976,857,1554,235,1039,896,10429,0,122,1208,63,1108,36,0,0,2302,0,164,3356,0,4984,0,0,967,1348,0,2076,2044,3313,2296,189,0,0,854,816,215,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,362,0,0,9,0,0
SAMPLE_119,0,0,0,0,0,0,0,0,0,663,2508,1983,6691,0,1889,3015,0,0,1255,236,460,0,444,472,2793,1196,1090,1089,2728,856,1159,50,1799,0,1242,0,342,522,1053,0,1489,76,382,0,374,472,1707,718,391,1340,1807,314,231,581,4403,2615,0,0,1118,0,0,0,0,314,0,699,384,445,1526,242,0,0,0,1501,120,1588,1102,0,0,0,0,4759,142,113,4078,3354,0,839,0,0,1045,1476,0,2392,0,0,0,2376,917,1487,558,38,0,13,0,0,0,0,252,0,0,0,0,0,0,0,82,307,0,549,554,1123,1398,102,540,0,2965,767,618,0,0,1725,0,0,0,2946,656,0,2541,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_120,0,0,346,0,1338,0,1695,0,1073,524,1106,1757,0,529,0,0,0,0,0,0,0,0,0,2054,0,0,1321,0,2198,0,0,2595,5880,0,0,0,316,823,636,0,1350,36,913,0,0,88,858,49,239,1374,507,517,70,555,436,298,0,482,57,0,0,655,0,0,0,6221,0,0,1161,735,238,0,2479,877,85,296,0,1395,297,1088,879,1089,0,99,0,4494,324,187,269,94,1403,1716,865,0,2789,1934,0,1787,0,0,246,0,0,0,0,0,0,1885,0,0,0,917,0,0,0,1905,0,685,1453,720,658,881,1978,31,1880,0,0,0,0,798,0,0,182,0,0,898,0,0,0,0,0,269,0,0,0,0,1778,0,2697,0
SAMPLE_121,0,0,0,0,0,357,0,0,0,0,0,0,46,0,0,0,0,9278,488,157,120,0,0,3692,1102,399,86,234,1430,0,1987,0,0,0,0,1233,781,903,755,0,4394,0,0,0,371,431,3182,1477,369,0,1189,0,0,25,0,0,436,1074,809,1247,157,0,0,379,0,0,494,6164,2710,412,3637,3200,0,5668,386,3367,0,555,1179,362,0,1466,0,392,2627,809,649,262,2879,2125,1029,1887,1244,0,3403,214,1437,883,0,989,2199,58,311,650,320,479,0,100,0,468,0,0,0,0,0,22,1696,0,0,1475,0,0,344,0,1074,0,1834,0,1709,0,0,0,0,0,3943,0,0,2124,0,0,0,0,0,0,1071,0,0,0,0,0
SAMPLE_122,0,0,130,1061,619,0,0,0,0,0,0,0,0,874,0,0,0,0,0,66,0,0,0,64,4510,0,777,314,837,0,1178,1317,1875,0,200,0,777,396,590,1083,5942,108,0,0,0,0,2328,0,0,0,724,0,14,1327,415,1157,0,0,0,0,1989,2469,569,601,0,0,633,3395,524,532,2044,0,1606,1414,0,0,5219,0,0,0,0,0,0,267,1433,0,0,0,4272,0,1607,0,0,2367,242,23,0,280,3614,1909,1007,0,2691,0,524,0,4506,1031,1595,0,0,537,0,0,0,0,1507,962,0,0,2847,0,909,68,2135,0,780,223,414,0,0,0,0,0,214,2529,118,463,0,733,0,0,0,2754,0,3605,394,1305,0,0
SAMPLE_123,173,0,0,0,99,31,0,0,4984,0,0,0,3130,0,134,5317,0,0,707,453,482,0,1211,405,1023,1591,1035,0,1444,1498,0,0,0,0,0,0,0,0,0,1821,0,0,0,2883,0,990,0,0,0,0,1325,0,394,0,0,439,391,911,0,0,1867,473,738,319,0,0,0,670,0,1007,0,1440,1596,862,89,3554,10211,701,0,12,2411,2750,0,105,0,717,0,378,204,1276,745,0,524,594,0,738,249,0,641,1186,3090,0,346,0,226,0,0,0,943,0,1202,3265,991,0,0,971,489,0,3368,2038,1348,1383,0,274,0,0,0,0,702,6607,0,0,517,181,0,943,1255,343,0,0,632,1143,157,2544,0,0,0,0,0,255
SAMPLE_124,0,0,3511,0,4141,0,30,0,0,56,0,0,2655,0,42,0,0,0,1704,431,31,0,978,0,1583,913,0,0,0,2462,0,0,0,130,1305,0,0,0,0,0,0,255,0,0,0,75,0,0,0,0,639,0,399,56,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,0,471,456,2814,0,1687,0,0,852,1170,0,3052,37,358,0,9072,885,265,5583,0,0,225,0,0,708,1621,356,3500,0,1807,0,0,987,1119,0,492,0,0,0,4268,2714,191,3807,0,0,2182,1919,1565,0,410,952,1487,576,86,0,926,0,72,343,4826,0,27,1219,100,1095,1101,0,1969,1789,233,0,123,50,2446,0,1159,0,734,90,0
SAMPLE_125,18,0,91,0,0,0,0,0,66,531,350,0,0,0,0,564,0,0,0,0,9,345,0,0,2424,1617,0,766,54,0,1919,85,4634,0,1610,256,168,762,288,357,0,0,0,8,160,285,0,0,0,0,602,0,0,4,739,0,211,1653,133,0,1180,4878,0,33,0,1336,0,1853,2382,2080,1383,3679,2418,3085,170,0,0,385,591,0,0,799,434,21,400,898,0,62,615,401,1617,0,0,2387,0,0,0,0,819,0,788,0,2538,0,236,61,6771,1024,0,2287,431,1014,464,0,0,0,869,612,0,0,2280,0,0,169,0,411,0,0,143,0,342,0,0,0,226,0,0,0,0,0,0,552,0,575,0,120,98,0,0,480
SAMPLE_126,1004,0,0,60,3973,95,2089,711,2432,341,1547,1550,0,2412,0,0,0,0,2127,305,0,0,0,0,5805,4782,0,0,0,0,3960,0,0,144,1554,0,0,0,0,0,0,0,0,898,817,789,1852,0,0,0,941,623,491,468,2928,2514,0,794,922,0,204,0,248,649,644,0,1655,1830,2397,918,5253,6053,3081,3267,681,3037,0,1277,1292,31,109,2891,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,1775,0,0,739,0,0,0,1459,0,0,4950,828,0,1190,111,187,56,0,0,205,1016,387,497,0,600,0,703,0,535,3443,1215,0,539,119,2617,2988,3231,2804,0,5080,2161
SAMPLE_127,643,0,248,242,1058,0,0,239,0,0,0,0,1194,0,719,1435,0,0,217,380,0,0,0,0,0,0,0,0,0,874,0,0,0,0,0,3445,801,1615,1326,0,4640,0,127,0,0,0,747,340,0,0,939,1149,307,89,148,905,637,2036,281,0,0,3342,871,0,1125,0,1470,0,0,3338,0,608,0,0,0,0,0,193,0,0,2064,1952,0,423,2700,142,0,360,0,0,0,0,0,805,0,250,130,3576,2130,774,0,210,3628,0,2709,0,5934,27,0,1131,0,0,2567,0,2469,65,0,3739,0,153,2399,619,672,181,836,493,111,225,594,2040,0,0,939,0,2589,1874,41,1436,2768,395,1317,2000,397,1436,1921,2073,2251,732,1592,1819
SAMPLE_128,0,0,0,40,0,0,0,0,0,0,0,0,0,260,1967,0,29,8628,0,0,0,724,0,0,0,351,0,1765,0,1334,0,0,0,0,518,3653,0,0,135,1303,0,0,980,0,1101,108,1484,689,2246,1101,805,0,0,965,2293,0,15,253,676,0,0,0,0,0,0,0,0,0,1930,432,0,642,799,0,0,5386,1341,1714,459,207,0,0,0,375,0,7270,406,119,0,0,1746,0,1212,0,3046,944,1230,913,0,0,1128,0,883,402,2536,0,0,0,0,0,402,1874,321,0,0,2448,0,2392,1485,649,1445,401,1729,204,1626,1002,2193,2057,2046,1251,237,478,608,345,0,6108,0,0,269,0,0,110,62,2293,0,0,0,357,0,0
SAMPLE_129,0,0,239,0,171,184,96,0,0,0,531,0,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,1576,187,0,465,137,0,173,346,92,678,710,26,0,30,0,0,437,1610,0,4653,3785,1662,289,5049,4233,1189,8164,256,616,0,1170,33,917,0,440,0,673,0,0,0,98,823,782,0,0,1391,0,532,0,1660,982,0,0,537,51,715,1138,292,0,0,0,0,452,721,0,480,0,0,0,513,4451,0,2672,1857,46,279,122,481,180,0,234,361,320,0,0,249,0,2734,349,1047,3409,1069,275,1204,479,157,542,3462,921,2347,0,1152,0
SAMPLE_130,0,0,0,0,0,0,0,0,0,0,0,175,0,0,751,0,3110,0,0,0,63,913,734,55,0,3712,305,0,0,0,940,0,0,539,261,807,0,942,105,0,0,142,0,0,0,118,790,0,0,0,0,732,0,0,0,1455,386,2837,490,1004,1449,6316,317,299,2625,0,2024,2722,3359,1032,3949,1916,1694,5520,935,954,11096,1504,0,0,0,491,60,0,0,0,1327,18,0,269,0,1027,722,0,992,242,1986,0,0,0,0,0,497,0,0,0,469,0,0,0,0,1376,773,0,1203,0,570,1187,0,670,4928,0,722,219,484,0,0,620,354,0,0,2555,0,0,148,2166,0,2193,1069,217,606,527,139,1837,471,901,0,0,4126,1642
SAMPLE_131,0,1783,0,733,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,230,0,0,0,0,4685,0,2250,0,0,0,3045,0,0,701,0,0,0,0,0,0,0,0,19,362,1125,1359,1605,0,97,0,817,0,35,187,0,274,0,2198,0,0,0,242,0,0,1406,0,873,965,145,1018,1201,0,568,0,409,0,6561,1172,611,578,0,5339,113,289,1636,0,1276,461,0,2111,545,988,1381,411,240,189,0,565,0,1105,616,342,0,154,0,0,0,0,0,2308,0,3581,1355,0,618,0,2848,1819,0,947,2607,0,1952,653,360,1048,2583,0,2149,1506,3039,407,0,2049,0,2206,0,0,0,0,0,0,181,3691,2045,1213,0,0,0,2196
SAMPLE_132,599,1469,0,423,4755,0,0,0,355,20,2310,0,0,1072,0,446,0,0,405,411,54,0,0,2832,3323,1703,1838,0,2814,0,2728,3842,0,42,0,0,758,1549,2122,0,1445,214,0,617,992,0,1228,0,210,2048,0,0,281,0,0,0,0,0,0,0,0,4700,1412,696,0,0,0,4118,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,78,0,0,731,208,0,3323,1859,632,3981,0,2954,1766,531,0,0,3344,0,0,0,421,0,374,0,0,0,2369,537,2904,366,0,0,0,1214,1011,492,2479,2773,0,142,0,0,0,442,726,429,0,572,234,0,0,0,880,0,2292,1021,629,1066,889,298,2909,1085,1825,280,75,995,2395
SAMPLE_133,0,1607,0,0,1288,1065,91,0,0,0,834,0,0,1209,1313,2384,0,0,1370,37,0,0,0,0,2056,4353,367,0,0,619,3451,13,0,0,0,2065,0,0,50,0,2025,0,0,0,104,0,0,0,0,0,0,0,0,0,0,490,833,2892,0,808,0,2349,0,409,696,1738,504,0,1435,0,1385,2704,0,2094,0,3711,2377,1273,483,356,0,0,0,310,277,355,916,238,985,307,0,846,692,256,2329,861,438,2634,0,4118,534,426,109,988,0,0,269,0,611,0,0,0,0,0,87,862,0,0,0,0,0,0,0,0,0,0,4589,570,310,10,2428,1511,0,166,0,4766,4812,0,60,0,0,0,0,465,304,3353,61,1102,0,3181
SAMPLE_134,0,205,0,0,2458,0,0,0,214,0,0,0,1145,0,0,0,523,0,0,0,0,0,460,9,4510,1648,554,0,0,515,1122,0,2063,0,656,2621,151,288,113,0,443,0,0,215,93,331,108,0,124,0,0,730,0,93,0,0,509,3036,287,1875,0,2944,67,145,0,3240,0,4932,2087,2613,1594,3376,3515,1821,12,2216,0,509,410,0,0,0,0,117,0,5305,0,32,1625,0,0,0,0,0,0,0,0,377,105,0,0,0,105,96,775,230,0,0,0,0,0,1563,0,0,3945,0,0,0,0,0,1188,0,0,0,0,0,0,514,75,0,963,0,0,0,449,793,0,1798,1505,767,0,369,0,570,1304,4840,2201,0,2382,1520
SAMPLE_135,156,0,555,0,48,48,35,18,90,0,673,0,0,2294,1205,576,0,0,385,48,260,162,0,432,2180,993,0,1051,0,1471,0,0,0,123,675,0,60,59,0,0,500,0,0,119,171,778,1220,0,332,0,2498,0,123,609,373,350,215,2485,496,0,920,1799,86,0,0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,3161,0,0,3115,498,4295,758,0,0,0,5362,1160,3889,0,805,0,0,3129,1556,3383,0,3554,2628,1876,207,3047,955,0,942,1063,1321,1351,3099,0,1385,0,477,541,1935,3088,617,0,90,0,248,263,771,600,45,0,159
SAMPLE_136,1435,583,0,362,0,379,0,657,0,0,0,0,344,0,0,2475,96,3744,1774,380,281,0,2683,480,5940,4360,2892,0,1025,0,3357,676,2757,855,0,0,0,0,0,0,0,0,0,0,679,74,823,1447,318,0,1466,0,0,0,1422,0,0,1546,1620,0,49,0,0,311,0,0,2337,1506,0,233,300,0,1577,0,0,3601,5202,2676,641,319,0,374,0,55,589,0,0,0,0,0,0,0,88,1759,0,0,784,0,0,2990,0,246,0,509,0,1691,0,0,0,0,0,4031,0,0,0,0,0,0,546,748,7336,0,120,125,0,2648,219,0,0,0,215,433,578,0,224,2150,0,0,2153,1141,0,0,0,853,3173,3993,3315,1176,542,207
SAMPLE_137,793,0,0,703,3714,482,1805,795,664,275,2791,0,340,0,644,1343,0,2424,2112,190,281,6377,0,226,1397,578,761,1108,0,108,0,848,3153,0,0,0,953,1905,2433,0,3056,513,648,0,1329,1594,2673,0,0,0,739,0,65,97,262,1862,751,2209,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,1509,0,0,739,168,353,530,1571,361,0,0,2316,763,0,158,0,0,0,41,0,0,14,0,0,0,0,0,0,129,0,681,0,0,0,2396,2866,1352,798,0,4549,1277,0,4567,5744,5258,525,2069,1938,1471,1118,2013,3603,1794,1650,412,163,0,1821,979,2344,0,0,0,0,459,4950,0,1511,0,757,869,1772
SAMPLE_138,0,0,0,0,0,912,0,0,0,0,1946,1106,0,2750,1188,4699,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,27,402,0,0,0,810,440,227,0,0,0,0,112,160,126,436,0,0,0,411,0,1782,0,652,302,0,0,4193,0,0,506,2117,0,2644,0,0,1326,0,4747,3083,662,0,1265,671,337,5071,0,109,605,2374,771,503,1685,0,0,1839,1054,4196,1671,0,0,2666,0,448,1406,0,30,63,0,224,818,608,1007,792,702,709,3351,758,1723,1498,321,1078,828,0,100,1339,598,804,385,224,1438,1122,1517,327,0,0,1349,0,2912,311,7,0,312,0,0,0,0,290,1804,0,0
SAMPLE_139,461,0,0,618,3256,174,0,566,0,296,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,277,3343,2362,3336,0,1589,0,111,14,0,1415,67,0,0,3280,1138,7091,3915,157,0,2317,1201,1777,0,3598,90,398,1143,0,402,1451,5511,0,568,293,0,472,0,416,522,0,597,0,326,2368,8251,1813,788,0,1286,884,2559,497,101,0,0,0,0,541,1140,0,0,0,1906,0,0,0,0,0,0,2693,0,4950,1843,2167,0,3785,0,74,0,128,0,0,863,0,1540,34,602,0,1132,808,240,0,540,0,1240,1158,359,2401,2524,2349,0,1833,1273,1245
SAMPLE_140,0,0,0,0,0,0,0,165,0,0,0,0,0,838,0,0,0,0,600,128,0,4296,0,213,0,1701,0,1177,361,1495,1065,0,362,0,751,2402,0,144,574,1077,0,38,0,0,23,0,173,0,0,0,1677,0,191,10,1051,1434,0,424,0,0,0,3772,1174,298,0,176,2097,3295,2760,731,0,4586,0,5174,0,0,0,0,0,0,0,2386,0,714,0,2624,1574,626,0,664,961,413,1295,2931,0,22,0,84,2855,4974,4195,0,1856,0,1706,0,3065,715,1801,0,1193,895,3888,0,0,0,0,653,980,0,288,0,0,0,60,172,0,473,1348,0,0,1171,575,0,3740,1184,0,0,2918,698,0,0,0,1160,3118,2220,0,596,0,799
SAMPLE_141,0,413,2,997,4032,0,473,0,2184,415,871,0,3182,1128,0,1478,2233,0,374,367,192,0,1803,961,4027,0,0,767,0,742,2648,3002,566,0,0,0,0,1010,198,0,0,0,0,0,0,144,0,157,0,0,291,366,399,0,1180,0,37,0,76,0,0,0,0,174,1907,0,1379,1024,0,3276,618,0,2920,4350,88,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,494,3643,0,0,0,2048,3926,0,0,3643,0,3159,243,967,926,937,721,309,2787,0,0,0,66,0,237,0,537,1387,115,437,0,0,785,297,1719,425,2529,0,2973
SAMPLE_142,0,0,889,273,2490,0,564,114,0,0,3183,509,0,2347,0,959,4891,2023,0,166,46,0,2737,1433,906,1465,0,1612,0,2404,0,0,3854,0,1229,0,212,426,179,0,5843,104,395,345,736,1693,213,0,1242,0,0,1233,279,8,2534,0,7,0,772,0,0,0,0,240,0,0,338,979,7901,608,3418,7170,2819,5119,275,5708,1483,1341,2593,0,0,959,486,39,0,0,0,0,1032,621,2756,1329,472,0,0,1004,1359,4257,0,3608,0,592,0,0,0,13,0,0,1617,0,0,0,0,0,3249,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,3335,349,0,0,0,1566,0,2754,0,0,0,1087,4520,0
SAMPLE_143,713,0,0,1024,5661,277,0,690,3803,419,0,389,0,2163,339,0,0,0,0,0,0,0,502,303,2502,2171,400,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,12,0,0,347,1700,0,0,0,0,895,612,0,0,0,0,0,0,0,0,0,2584,621,339,1048,0,2243,200,0,1502,3192,0,591,0,53,1789,0,4552,433,1757,0,781,299,248,0,0,1320,161,2024,648,0,1126,1395,0,2619,714,772,825,0,158,4113,0,2664,0,0,0,0,1954,0,506,0,0,0,0,0,0,272,96,1045,209,0,0,0,10,0,0,218,0,795,489,0,22,0,101,500,267,143,1434,2158,88,0,0,0,0,1678,2932,1077,851,392,2790
SAMPLE_144,0,1291,0,0,2534,0,0,0,42,0,0,0,0,0,0,0,2377,0,0,0,3,0,0,0,0,0,0,0,0,0,2189,1173,0,0,0,889,274,1048,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,573,0,0,1583,0,2427,301,165,0,461,0,1361,2098,659,1839,2574,633,1809,285,448,0,198,560,1330,1573,2700,0,472,0,10577,658,579,0,89,2291,276,1101,1669,4979,883,368,0,105,5397,1808,0,283,1813,624,17,0,0,1362,426,266,242,2488,1444,0,233,2735,1553,0,5667,2297,0,2073,207,968,37,1036,574,607,0,0,1167,0,300,0,1727,151,0,645,628,0,0,0,369,0,1297,527,104,0,4033
SAMPLE_145,0,0,0,0,3461,1064,240,480,0,628,209,127,0,0,440,401,0,10692,702,298,276,0,0,1839,2208,1226,0,0,30,0,1386,2617,0,479,0,0,0,1706,401,0,2155,0,446,211,0,954,0,0,0,0,571,64,179,0,0,610,688,2926,108,1810,0,5300,1516,125,0,0,677,4174,4465,1500,0,4578,2672,4799,296,841,0,0,230,14,1122,494,0,150,2751,0,696,290,3243,2010,0,0,2865,0,491,238,0,1391,0,0,0,288,0,0,0,0,962,0,0,3086,0,629,1090,5,3034,2126,1616,1967,0,5148,1749,54,0,0,0,0,0,766,0,0,0,1878,0,0,0,0,72,2601,0,0,0,0,0,0,0,0,0,0,0,0
