,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_109,370,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,271,3100,0,953,0,58,0,167,0,0,0,2737,0,0,0,0,0,3192,1439,217,1104,0,218,290,0,0,0,1032,0,38,1697,0,4394,1958,0,2023,196,2050,0,190,0,0,317,100,0,0,0,0,1456,0,903,682,752,0,0,0,290,0,0,0,0,0,0,0,2392,0,0,1595,683,0,0,1471,1666,0,75,1577,0,1747,161,21,844,1243,265,677,0,0,0,341,5948,1391,4423,382,0,0,0,0,0,0,12,0,1145,0,2267,0,772,2929,0,0,3493,0,0,0,1456,102,0,0,3095,167,0,234,1757,0,489,0,0,1320,405,0,0,459,223,1578,0
SAMPLE_110,0,68,0,0,539,815,2775,0,0,0,55,802,0,0,169,152,0,0,3890,362,0,5036,782,878,4089,0,0,0,3686,4623,0,70,0,0,0,534,2078,0,0,929,318,169,65,957,5330,0,2518,0,33,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,1827,0,0,1808,0,0,0,0,0,997,0,0,2100,0,0,7899,1002,0,0,0,426,2228,76,0,0,1214,0,0,3409,0,0,0,0,0,3839,512,0,310,540,2127,1865,0,24,1739,0,0,3852,590,0,0,431,3143,579,0,974,0,0,0,88,0,0,0,0,0,0,1549,1448,0,0,2622,654,4282,0,0,0,180,0,0,111,2073,0,0,0,0
SAMPLE_111,131,0,0,0,2490,0,5542,439,0,717,0,568,0,2439,1508,229,4265,0,0,7,0,2437,983,628,408,332,181,1104,4703,0,0,0,208,0,4438,3965,0,0,0,0,1707,518,90,0,34,0,156,0,182,0,1355,0,0,0,0,389,39,206,0,1301,0,0,0,4,0,0,0,0,0,2429,730,0,0,0,0,773,948,0,0,138,0,2265,0,0,4298,297,2670,0,0,0,2133,0,0,2345,617,0,375,0,0,0,890,0,0,0,546,2376,0,4656,1037,0,0,0,2967,7939,5248,0,1719,0,0,0,136,0,1949,29,1429,3393,0,4909,0,224,208,937,0,1520,0,0,0,2194,345,0,0,0,0,3656,0,44,0,0,0,0
SAMPLE_112,0,0,0,200,1011,0,3385,0,0,0,0,605,0,0,188,20,1361,176,1462,0,0,1513,0,0,2924,0,0,2391,0,3689,66,0,41,1191,3856,0,1056,0,0,0,903,0,14,0,281,0,733,0,418,150,811,0,0,1327,899,0,0,82,3364,0,152,531,0,0,0,216,485,0,2326,0,0,0,0,0,0,255,461,0,0,619,0,0,0,3218,0,0,0,1859,0,0,0,1407,569,0,1514,0,0,2583,0,225,0,559,0,0,238,0,0,0,0,386,0,0,1108,0,4395,0,0,0,0,0,0,0,0,0,125,1081,751,0,423,0,0,1853,0,699,0,0,0,0,963,327,0,0,0,2966,98,369,145,0,0,392
SAMPLE_113,1470,0,0,0,1067,111,0,715,0,253,0,242,0,0,0,510,1821,3194,886,0,1771,2314,0,0,0,0,55,0,10616,659,0,0,0,863,0,0,428,4964,0,534,769,0,0,0,0,1031,0,0,2818,490,0,0,0,0,1448,1726,1664,9,0,916,0,0,0,219,0,36,584,365,2867,9,0,0,0,0,102,2788,0,891,894,821,0,0,0,1260,3374,0,0,0,0,0,0,210,803,0,0,392,0,0,0,0,0,0,619,358,191,1414,0,2406,0,0,0,935,1510,0,0,0,0,2574,1542,1934,0,0,1875,0,1053,0,0,3903,0,218,0,1595,635,0,2776,914,0,3204,0,0,400,0,0,3959,0,369,0,2595,202,297
SAMPLE_114,1383,977,0,1438,0,1630,3104,97,0,328,0,918,0,0,573,610,1205,859,0,0,0,3254,1399,4215,0,0,0,170,0,0,0,514,765,0,92,3168,1940,3809,151,2315,470,0,0,0,0,438,0,0,793,0,0,0,1307,0,0,0,4521,0,2538,2035,0,0,0,0,0,2374,1431,1696,0,0,0,957,1095,0,3072,0,2309,0,0,2208,0,10726,1658,3419,0,4170,3464,0,1167,1964,0,1749,3399,0,0,0,0,0,0,292,0,0,0,0,537,0,0,1778,2023,2033,0,0,903,4890,77,0,3879,3328,3080,3835,173,1497,1657,0,1009,2173,0,770,0,0,0,464,1552,4362,0,266,916,5073,0,0,0,0,7160,2651,69,549,0,0,0,566
SAMPLE_115,0,0,0,0,1878,0,2250,44,0,0,0,695,0,19,681,134,0,0,0,0,0,571,164,455,0,0,0,0,1764,0,0,0,146,0,6013,0,4496,5575,0,843,0,0,0,0,0,872,0,2360,1408,0,1152,0,854,0,2395,0,0,0,263,0,262,620,2390,90,0,1765,799,0,2189,884,0,0,0,0,0,0,2727,4192,0,1135,0,0,766,220,2612,1399,1314,0,0,1753,0,0,1254,0,0,0,0,421,0,303,6395,0,0,0,0,1229,0,0,1163,1123,0,0,3279,1442,946,0,945,1559,0,4180,0,1970,3310,816,0,4931,0,4201,0,0,0,1967,0,1310,0,0,0,0,2530,0,0,482,0,1483,0,277,0,0,592,0
SAMPLE_116,114,0,0,1031,0,0,879,116,0,0,182,0,0,1205,0,31,3388,500,1265,0,0,2894,0,124,2692,0,64,1401,7236,0,0,266,197,239,0,1409,0,240,0,0,0,0,8,1240,0,1128,65,490,0,0,0,0,427,0,0,0,667,0,0,293,0,0,0,0,0,39,587,762,0,3578,60,0,0,0,103,0,1516,0,0,0,0,0,0,0,5441,4245,2491,426,3585,1336,585,0,0,0,0,0,177,0,0,120,0,2247,0,0,0,4044,2171,0,0,0,0,0,0,0,0,0,1638,2873,664,4666,0,1359,3726,2733,73,1304,0,0,0,1025,1104,1240,0,3193,3018,220,0,0,1557,0,0,0,1061,1087,437,0,0,129,0,294
SAMPLE_117,0,113,0,0,0,1241,516,0,0,0,0,801,0,1226,39,570,0,343,6209,0,4487,2205,158,0,3679,111,0,56,4030,5960,80,0,0,0,3205,520,4069,343,0,1342,0,0,0,0,0,0,0,207,658,0,1202,6225,1151,0,0,0,638,0,0,696,0,0,0,0,0,0,543,0,2235,0,0,107,0,0,0,185,0,1117,0,0,0,949,1418,4251,0,0,3039,606,0,389,146,0,0,0,0,503,321,175,2736,199,3862,3242,0,206,153,452,3394,0,0,0,0,0,1152,1259,0,0,0,1296,0,1046,229,363,0,0,0,6901,0,5006,0,0,1041,0,344,0,135,0,366,2805,0,0,639,0,4054,0,402,1500,0,704,0,0
SAMPLE_118,582,0,0,0,2152,0,0,0,503,870,0,0,0,0,0,43,616,0,0,374,0,849,551,0,0,0,127,0,0,7833,259,286,0,0,0,0,0,0,0,301,954,0,108,2634,0,759,0,0,0,0,2746,0,0,411,0,0,0,65,0,0,0,9,0,527,0,275,749,0,0,3470,0,767,0,778,134,0,614,279,0,0,0,0,0,0,3225,0,3332,2742,0,3809,0,327,5270,2245,0,3183,773,0,2181,724,824,0,0,269,374,0,287,772,1483,0,0,0,3038,0,796,0,1995,1230,0,0,0,1231,3052,1737,1270,4639,0,0,0,0,0,1109,335,0,0,631,0,2364,3358,328,0,0,410,1924,446,0,0,1163,2807,0
SAMPLE_119,80,348,0,80,0,43,0,0,0,0,0,0,0,135,541,127,80,346,0,479,4622,938,0,2465,3774,0,0,680,2877,4215,0,0,0,164,0,1387,1289,3401,0,0,0,0,2,938,0,0,359,0,0,745,0,0,2627,2835,747,0,2045,0,0,0,0,431,0,239,0,0,182,165,6499,223,0,0,0,0,282,0,0,0,752,0,0,5711,0,75,561,762,0,0,0,53,987,0,3205,666,0,0,0,0,3429,0,0,336,999,0,259,2066,0,0,0,0,0,3369,0,2282,0,323,0,0,451,570,0,0,2470,1143,264,6844,0,0,0,1053,74,1728,1716,0,0,1149,510,1900,0,0,0,36,0,2250,0,0,0,0,160,698
SAMPLE_120,0,0,0,0,1126,0,2677,0,1217,193,0,0,0,0,0,968,2433,3086,1418,0,0,0,43,791,499,0,0,0,431,3387,624,0,0,0,4785,0,513,1314,0,0,0,0,0,0,0,0,0,1812,1110,0,3350,0,0,1588,0,0,0,0,0,0,184,81,1094,0,0,742,671,0,0,0,0,1020,0,0,0,0,2756,559,0,2638,6522,2198,0,2199,0,166,2197,130,1671,0,0,0,0,0,2284,0,0,0,0,131,6021,0,0,23,0,0,3480,1059,990,193,148,0,865,2863,2089,0,1428,0,0,0,0,494,1818,741,0,7583,0,5955,0,0,0,0,0,1802,0,0,2109,0,0,0,0,0,1108,1153,0,0,0,736,0,0
SAMPLE_121,0,621,0,654,774,0,0,825,0,0,0,345,0,0,767,0,972,124,0,4,631,2261,226,0,209,0,220,2824,0,1294,99,0,0,0,2909,0,0,0,0,2488,0,0,0,0,1974,0,0,0,0,389,2701,0,366,0,0,0,315,184,0,227,207,0,1725,199,0,1779,0,0,1359,4807,0,0,0,0,0,0,0,0,0,0,0,3291,994,888,2159,182,212,874,4979,0,0,888,0,1083,0,0,0,425,4,54,0,702,1205,0,0,0,0,0,0,1523,0,1241,3302,1522,0,0,0,1447,76,0,0,1366,1354,0,2411,0,0,0,0,1790,0,1559,0,3178,1878,0,0,836,617,0,76,0,2060,1357,154,0,0,0,1578,0
SAMPLE_122,1031,0,0,892,0,0,2492,0,0,192,725,0,0,615,1282,96,0,0,1240,0,0,0,614,0,236,0,200,0,0,161,0,62,171,0,0,2012,0,0,0,0,0,133,143,364,0,0,1586,468,0,0,3141,0,0,16,0,0,1340,0,0,0,0,0,0,0,698,188,0,0,0,0,335,1717,0,2199,2843,2870,0,669,0,85,0,2738,0,0,2223,2915,578,0,0,0,435,192,2628,0,0,0,80,0,0,0,12693,0,2585,0,680,594,2206,81,447,341,0,646,0,0,0,0,3186,2331,954,0,0,523,2448,0,1340,0,0,4456,0,5262,842,0,0,261,0,1074,0,1271,0,0,0,0,6795,0,0,0,0,0,872,0
SAMPLE_123,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,384,0,0,1348,283,0,0,0,0,0,0,1258,0,0,0,2140,2647,419,377,2758,0,830,27,0,271,0,187,0,0,1275,0,0,335,0,0,0,1034,0,0,120,0,0,0,47,0,0,0,0,0,627,625,629,0,772,0,0,0,0,1756,0,0,0,0,0,1003,0,465,1289,0,0,1470,674,1615,0,910,810,0,0,0,0,0,18,0,0,1565,0,396,478,1372,0,1177,2170,0,530,2544,2419,1140,8,3710,0,2513,0,0,679,2301,1560,1308,0,935,4792,875,0,0,0,1453,0,0,1397,0,0,0,0,0,87,0,1159,0,0,0,1161,0,209
SAMPLE_124,564,0,0,0,0,224,893,0,631,553,0,0,0,0,1349,0,3055,662,0,35,0,1764,0,0,0,0,300,939,0,0,852,188,0,0,2773,526,1305,1683,0,325,179,0,414,0,1728,0,0,0,647,1063,2263,0,916,965,0,3256,0,0,4836,0,0,0,0,70,0,0,0,603,0,1803,0,1264,0,0,0,0,0,0,0,446,1621,0,0,3321,0,0,2251,4513,1238,3812,957,1963,2879,1019,0,0,0,0,0,757,4519,1454,0,0,417,3013,587,0,0,0,0,0,373,0,1733,146,3699,2493,57,3720,0,0,0,0,0,0,0,3861,0,4716,0,823,2101,0,0,0,2547,532,0,0,0,111,218,0,268,0,0,0,0,70
SAMPLE_125,588,0,1727,0,1036,0,1725,0,4,0,0,0,0,766,560,0,0,984,3278,0,1101,0,312,623,2179,0,0,4969,7463,0,0,130,0,772,3356,0,536,0,13,0,1810,0,0,952,0,594,2126,0,1506,2363,1336,0,3348,0,1934,0,634,279,5011,1345,0,0,0,0,397,0,1752,3027,0,0,20,0,0,0,495,0,0,0,149,2575,0,0,0,0,0,3148,1327,0,2317,4022,0,0,0,0,0,0,124,2809,0,496,6702,1138,0,76,805,1392,4678,0,1254,0,0,2843,0,0,2574,110,2001,3956,764,5248,1128,0,3072,0,0,47,0,8918,0,5232,319,605,2722,4820,0,0,1917,0,0,0,0,0,1717,2195,1071,0,0,621,0,0
SAMPLE_126,0,962,0,987,599,56,1285,0,0,516,71,591,0,0,178,0,2730,0,1274,0,1247,2367,459,335,673,0,0,1432,0,0,0,0,1178,430,2284,0,2345,3173,0,792,0,0,455,0,131,679,231,0,0,641,0,0,648,794,0,0,1445,0,0,0,664,0,0,0,0,0,91,0,4816,6716,0,132,0,237,2129,0,1592,0,0,0,0,0,0,2662,5507,0,0,1232,485,1095,0,0,392,0,342,2774,362,0,0,0,0,0,1812,0,0,2116,0,1544,0,0,0,1963,2149,0,0,0,0,0,0,2451,0,937,927,2346,576,1708,0,73,0,2866,0,3418,0,0,0,1371,0,0,0,0,432,0,0,0,273,0,846,1342,769,610
SAMPLE_127,0,176,0,189,0,0,0,69,0,0,0,574,0,336,3156,291,0,207,0,0,406,1029,120,25,2679,0,223,3369,4192,5616,0,0,548,615,4419,0,40,0,0,1626,1956,0,0,0,110,0,185,0,728,249,0,0,0,0,0,0,289,374,620,0,0,0,414,0,0,0,0,341,0,1038,1618,945,619,0,1420,1478,2501,0,0,2801,0,0,0,0,0,104,0,3158,0,2700,2118,0,0,5797,3207,0,0,0,430,144,0,1931,368,0,1130,0,0,0,0,185,0,0,2434,0,4047,0,1215,0,752,2501,341,3614,4499,0,0,0,0,4575,0,1817,0,701,1279,0,0,0,842,0,2817,0,565,0,0,0,533,1468,0,1274,7376,1183
SAMPLE_128,488,117,2278,0,0,0,0,0,0,0,0,0,0,2816,0,564,1146,688,4235,218,0,0,0,643,551,0,0,150,7315,2977,0,0,0,8,1739,932,469,0,0,2085,1407,0,402,530,317,1014,0,4401,1875,351,0,2019,1129,1276,58,0,807,0,0,0,219,0,0,0,0,0,0,0,0,827,0,0,0,1216,0,0,0,3481,0,982,0,3563,0,0,0,251,1889,0,3912,0,2324,0,1710,0,0,0,0,0,2339,0,0,1746,0,0,600,0,0,0,0,0,215,1481,0,0,0,171,711,5505,3438,0,0,0,2751,698,2038,1976,0,3427,0,944,0,1269,331,0,3912,0,0,0,641,0,0,0,565,0,0,1147,0,0,4493,655
SAMPLE_129,228,0,1099,0,0,127,3982,0,7,0,354,0,0,0,0,137,716,339,2706,64,0,284,0,0,0,0,0,0,2926,2288,356,0,0,253,1927,1615,0,0,0,2191,0,0,941,2210,1167,0,63,0,0,0,6149,0,1182,31,0,0,703,0,0,160,195,111,0,0,538,0,0,0,3208,0,0,144,0,0,107,6495,0,0,0,0,0,1652,0,0,0,3323,0,2774,0,0,0,0,993,888,0,0,0,0,0,0,2115,2182,0,0,1451,7227,513,86,0,0,0,755,0,228,0,0,1001,0,0,0,0,0,2782,2097,288,4567,0,0,0,5978,284,0,0,0,0,1459,0,201,0,545,0,0,5904,1878,0,0,0,663,10311,0
SAMPLE_130,315,227,876,0,0,88,0,0,71,0,0,844,0,1611,0,207,1511,0,1394,0,860,0,61,73,0,0,0,1396,3422,0,0,0,755,0,3015,477,278,3035,0,0,1584,931,348,518,0,0,0,0,0,0,0,0,4734,0,0,0,506,0,0,1058,0,0,1486,0,0,0,111,0,209,0,0,1345,0,3208,0,0,0,1101,0,0,0,0,0,2622,5859,1898,321,1754,1542,900,0,0,3847,1378,0,0,0,337,1914,98,4094,1791,630,58,290,2,0,1720,1123,0,708,0,997,1596,0,35,0,2371,1631,0,0,2912,0,2929,0,0,0,4697,0,0,146,451,0,1331,0,0,571,860,0,0,0,0,0,0,0,0,0,1008,0,0
SAMPLE_131,0,0,400,443,0,0,1224,0,0,652,0,647,0,0,81,0,736,232,0,168,0,1251,887,0,292,0,0,0,0,888,0,0,0,60,5653,0,1781,0,0,0,394,0,0,0,0,0,1703,0,1120,0,3548,2600,0,0,0,0,2194,348,0,930,0,80,0,177,1249,555,177,0,668,460,0,0,0,0,0,261,1820,0,0,1178,0,5282,3272,244,3471,0,0,0,1256,62,0,1718,3416,0,1180,0,28,264,0,0,5139,0,2318,26,0,0,0,4874,0,333,0,0,6044,0,0,0,2030,2639,0,0,0,0,0,0,0,2513,0,0,0,1367,0,0,0,0,0,0,2590,4117,1302,0,1831,0,0,1561,0,0,0,0,0,0
SAMPLE_132,0,958,0,666,0,432,0,0,577,0,277,285,0,0,0,576,0,0,1429,149,0,753,464,149,1715,0,0,1536,4243,8655,0,338,287,411,0,1268,4733,0,0,2722,0,0,0,0,0,0,0,861,0,0,0,0,1127,0,1306,0,0,0,0,341,0,0,0,0,0,0,802,161,2121,5141,0,124,0,2738,0,0,0,0,0,0,0,6314,2736,0,1092,0,0,0,1993,1005,0,698,2435,0,0,0,284,0,3197,380,0,0,379,0,784,0,0,0,541,0,0,0,0,0,0,604,5226,0,1230,0,0,0,4770,207,343,1247,219,0,0,5451,0,0,1883,0,470,297,2439,547,7204,192,0,0,0,0,542,89,206,0,4452,0
SAMPLE_133,13,0,0,0,0,259,2102,2506,0,0,0,1882,0,0,1385,73,0,0,0,0,0,2086,0,801,0,0,0,0,2454,6532,52,0,0,182,596,0,0,2791,205,0,0,156,0,1285,99,0,0,1214,1359,1653,0,2396,3720,0,0,0,0,0,0,0,0,4,1600,116,280,1181,0,362,1265,2605,0,0,0,0,3785,0,0,331,407,0,2242,2444,0,860,262,216,2286,0,0,683,0,0,4089,0,285,0,68,0,4703,298,0,0,0,24,122,4599,597,0,0,1316,0,0,1576,0,1711,0,0,0,4046,0,0,0,0,1039,0,0,0,0,0,771,0,0,1838,205,0,101,0,889,3568,0,381,92,3034,0,0,110,0,406,0,0
SAMPLE_134,0,0,805,0,0,0,2786,0,0,0,73,899,0,299,0,148,0,0,0,0,330,0,0,3112,0,448,52,0,0,0,0,55,746,44,0,2122,3251,0,0,1860,1815,0,63,0,0,0,0,2189,0,457,0,0,0,0,0,0,0,350,0,0,0,612,0,24,1198,0,37,720,0,1215,0,0,0,0,2265,0,1299,0,0,0,0,0,1460,2884,4442,3732,1686,572,0,0,980,207,0,0,0,0,461,830,4086,0,0,0,1192,0,0,0,0,2416,0,0,35,617,0,0,0,0,0,2459,0,0,955,1834,746,138,0,795,0,1106,0,1556,357,282,846,3049,3222,0,12,0,1221,0,0,232,1041,200,534,532,2200,365,3607,0
SAMPLE_135,0,0,0,0,0,0,2080,0,0,0,12,717,0,1103,1413,502,2191,367,0,29,0,779,348,0,175,0,111,0,0,7749,252,0,0,0,0,0,2360,0,0,761,0,0,0,2380,1870,0,1311,1420,1837,3651,1607,1141,0,0,0,0,0,0,0,949,0,132,4711,0,0,285,300,0,849,0,0,0,0,90,321,968,0,0,0,0,0,0,1905,0,1076,114,358,270,0,0,475,0,3516,5584,0,0,220,904,0,589,0,0,0,0,0,2181,0,1263,1482,0,0,510,2268,0,0,0,3242,0,0,0,0,0,2120,0,187,1185,0,3460,0,5750,0,655,0,3077,0,0,0,3584,0,198,0,0,4858,2704,0,0,71,0,0,0
SAMPLE_136,45,647,1234,0,97,300,0,0,67,0,27,1143,0,0,2338,225,0,15,0,0,0,0,0,0,0,0,433,0,0,9532,0,153,340,8,0,0,0,450,0,0,0,0,16,989,0,0,411,0,0,0,3689,0,0,936,0,0,0,94,108,0,0,54,0,0,0,0,0,0,1051,1893,0,0,0,0,0,0,0,3281,0,422,4864,2102,967,0,0,0,0,1436,3594,0,0,831,0,0,2183,0,0,0,870,106,1077,1319,0,36,0,4823,0,0,865,0,0,0,590,5063,549,361,1675,1077,0,596,137,0,2263,0,0,0,11,9099,0,716,252,667,1303,0,0,0,0,130,1952,315,0,0,0,2506,0,1048,0,0,91,0
SAMPLE_137,0,751,0,149,0,0,2551,336,0,0,30,875,0,298,515,172,0,1383,1528,0,0,2788,502,1050,0,0,248,482,2991,3033,0,0,0,317,4958,2847,1619,0,0,0,0,121,0,0,0,0,0,0,0,1180,2400,0,926,0,0,0,2532,205,0,1505,0,0,0,0,0,0,0,0,2654,4893,0,106,560,0,0,685,43,2743,0,0,0,0,0,3712,7793,235,740,0,128,946,0,1199,726,0,0,0,0,0,0,455,3893,676,1160,0,583,0,0,0,0,0,0,692,4871,0,0,0,1101,1061,701,0,0,1567,0,0,204,4989,303,2756,0,508,0,1024,860,1400,0,0,0,2223,2815,0,798,0,0,763,641,1002,0,872,0,0
SAMPLE_138,591,0,0,0,654,402,0,0,0,157,528,2274,0,0,587,562,584,0,3303,0,0,1669,1097,0,2037,125,0,0,1279,2316,0,131,0,193,2344,0,0,277,0,0,0,0,237,3534,0,0,0,1708,0,752,3640,0,1830,709,0,0,476,495,708,975,31,0,3546,0,0,0,1494,0,706,0,0,0,0,0,2099,0,3060,2388,0,0,0,0,0,4773,1650,1860,282,0,3476,1160,0,0,0,0,0,0,0,0,0,230,0,2182,0,0,0,0,1801,569,0,0,0,0,0,576,0,0,0,0,228,0,122,1229,4814,1282,0,0,0,4505,0,2978,955,330,0,0,0,0,578,1159,0,1107,0,0,2029,0,256,633,0,444,2508,239
SAMPLE_139,993,0,0,0,0,62,0,0,0,431,157,0,0,1301,0,107,992,0,0,0,2902,0,0,0,0,0,0,0,0,2490,265,0,0,2147,0,0,387,766,0,3791,1919,0,411,158,0,0,1785,0,934,0,150,0,0,0,241,0,1238,0,1303,0,14,0,0,0,0,444,44,54,1829,0,0,0,454,0,629,1815,0,0,0,1261,4322,12952,2470,0,1247,2498,0,3411,2800,0,0,737,4826,0,0,0,0,385,0,200,1150,0,917,154,173,0,1280,84,0,2629,0,0,1820,0,0,0,0,1583,0,935,0,1034,0,2270,762,0,1130,5858,0,0,0,0,2221,467,280,551,0,1176,0,0,0,0,0,2591,0,0,0,1385,1195,1033
SAMPLE_140,0,0,3585,0,0,0,0,118,1924,0,0,0,0,1298,1309,559,0,1330,0,0,0,0,693,0,0,0,50,1193,659,6076,273,0,319,489,1489,2359,0,0,0,581,0,0,0,49,0,0,0,559,2020,342,0,0,610,0,0,0,159,127,0,0,0,0,3143,0,0,619,0,0,2636,0,0,215,0,0,0,0,0,291,0,0,3232,0,0,2536,0,124,2060,567,538,886,588,0,0,0,1457,0,462,666,0,0,0,0,415,0,71,0,0,0,1080,93,0,0,5619,0,0,59,4927,0,0,0,0,257,817,976,0,199,0,2351,0,777,0,1521,757,367,119,1236,1014,0,3016,0,885,0,0,0,103,489,0,2539,3817,0
SAMPLE_141,402,296,0,0,0,0,0,0,1234,555,286,805,0,0,0,41,885,370,0,141,0,2193,208,1007,0,0,0,0,4850,339,0,17,0,0,0,729,320,0,385,0,2099,0,0,161,0,0,0,0,140,1720,1909,0,2668,814,0,0,399,0,0,0,0,138,0,0,1201,0,0,0,1194,0,0,0,0,0,0,0,0,0,55,199,0,0,203,399,6862,3501,0,0,0,0,1692,0,1252,0,0,1950,0,0,0,155,0,948,0,65,651,4147,136,4911,1706,0,241,0,44,0,1069,86,0,1045,0,2848,47,1177,3372,0,950,0,0,2413,0,0,0,0,138,649,0,0,75,1264,0,1187,0,0,572,3294,0,0,0,0,0,0
SAMPLE_142,447,0,0,539,0,1191,1966,73,59,955,0,1519,0,0,2660,60,0,0,2819,590,1674,777,0,2233,0,0,0,0,0,0,36,0,0,192,0,0,0,2497,0,0,1492,402,18,4043,0,0,578,0,162,0,4572,4000,929,0,902,0,776,96,1189,0,0,0,0,0,0,636,82,395,2699,0,0,111,0,0,464,0,1006,0,0,691,0,0,158,0,3676,0,0,0,0,822,0,640,2172,2397,0,0,0,0,456,379,2053,0,0,212,610,1824,0,0,802,0,0,0,0,516,3818,348,757,3454,0,1249,0,2534,0,0,1163,5114,0,0,0,4686,0,648,27,4994,0,0,654,2965,1555,0,0,0,0,0,0,0,0,581,2465,690
SAMPLE_143,0,45,4243,0,0,135,2331,623,680,0,0,0,0,1218,1719,0,3091,645,248,0,0,0,0,232,0,0,0,1762,3616,0,0,0,0,287,1191,316,0,4615,0,3217,523,0,0,0,26,0,0,0,0,403,3837,0,0,0,0,0,0,151,0,0,0,0,0,0,0,1246,0,2120,2044,0,0,0,0,482,0,295,0,0,0,511,0,388,748,4193,0,0,0,139,0,175,0,919,0,0,0,0,82,1679,0,0,1173,0,0,0,681,2570,1577,2579,0,7,0,0,0,3246,2935,1,1738,0,376,593,451,109,0,214,1658,4841,0,0,0,0,0,404,0,0,1760,643,139,3997,365,0,0,0,911,2538,298,1691,0,1431,0,0
SAMPLE_144,0,0,1308,0,0,237,548,0,88,0,0,436,0,1830,388,166,0,1226,4188,0,0,1458,40,0,2201,0,0,0,7491,7856,0,126,110,0,4919,0,0,0,0,0,635,0,0,0,0,242,0,0,924,2962,1243,0,4275,0,0,950,0,0,0,1878,0,723,0,0,0,0,303,0,0,2767,0,0,0,0,0,230,0,0,0,0,0,8419,1812,0,4650,0,1294,0,2050,658,0,445,3254,2841,0,0,0,335,0,199,6184,0,0,1,0,4321,0,0,0,0,0,0,1291,1535,2243,0,0,3345,0,2649,385,923,4082,3339,0,4700,0,697,0,3635,0,0,0,0,0,0,284,2458,0,0,0,232,3859,1093,127,661,0,694,556,0
SAMPLE_145,0,0,0,220,789,0,0,0,0,243,0,0,0,1667,676,298,3195,1119,0,0,0,0,24,0,0,426,0,0,4956,0,237,59,1704,0,806,0,0,3975,0,6413,0,1253,409,1767,1220,0,0,1153,2649,2246,4394,0,4371,0,1895,0,528,0,97,2078,119,0,0,399,0,155,1494,2275,470,0,2367,0,0,3219,0,0,816,2468,0,1797,0,0,3354,6743,0,0,2617,165,0,1357,0,0,0,0,0,0,0,0,1677,0,8054,0,1119,434,661,0,0,0,81,0,0,0,1573,3061,0,0,2082,5124,319,0,0,0,4088,2772,1403,8382,0,0,0,956,1175,0,4095,2586,0,2268,2744,2826,233,0,0,0,0,0,0,1511,0,0,0,281
