,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116
SAMPLE_148,583,43,116,63,28,29,0,11,640,0,5162,4090,260,0,4155,1484,2471,700,4210,0,0,0,0,0,0,0,0,0,0,0,0,73,36,163,86,48,56,0,83,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,152,0,431,31,33,80,177,0,0,6825,0,3805,0,328,0,38,0,15,0,0,0,0,227,461,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,1496,645,37,17,0,0,332,0,61,465,910,3591,387,0,59,8,95,21,9,1939,1033
SAMPLE_149,0,0,0,0,0,0,0,0,866,0,4952,945,422,0,52,13,36,114,0,0,2625,2093,208,0,0,2022,0,297,2532,5938,6295,443,0,971,0,278,80,0,123,208,275,24,746,30,2366,660,210,123,1078,0,0,0,0,0,0,0,0,158,165,0,14,0,0,0,67,0,0,105,0,1271,0,6,3,17,0,0,0,0,0,805,353,0,3418,0,4379,599,924,2835,0,2740,1105,202,162,1618,964,3159,1005,0,0,408,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_150,540,61,82,54,26,0,0,0,0,0,4452,3739,194,4,4011,1463,2444,674,4069,0,0,0,0,0,0,0,0,0,1477,4161,3726,73,0,215,0,69,52,0,90,304,0,0,0,0,0,0,0,0,331,0,0,0,17885,4393,0,0,527,157,0,0,830,0,998,730,0,0,6375,0,3799,1188,541,2,28,4,23,4,72,96,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,200,1619,566,0,0,0,1977,0,264,109,426,1057,3675,400,0,78,10,73,37,8,1892,974
SAMPLE_151,0,39,392,872,126,359,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,0,244,66,0,128,245,295,17,775,27,2256,721,195,165,1098,2714,140,0,0,36,48,0,1396,740,454,10,0,508,0,4251,0,888,0,0,0,0,0,1,6,13,0,0,0,0,0,794,301,0,3509,0,4372,0,0,0,0,0,0,0,0,257,573,595,0,0,0,434,3065,0,356,114,246,1223,2220,311,0,105,18,377,227,292,46,0
SAMPLE_152,0,55,470,1046,0,454,0,105,1034,0,5704,1081,436,0,449,143,266,0,0,0,3278,2596,246,1282,0,3216,0,385,0,0,243,0,0,0,0,0,0,0,0,271,178,35,746,23,2963,1344,2237,0,0,3268,186,0,0,46,60,0,0,0,0,13,0,347,0,2488,94,0,0,1435,0,0,0,8,9,22,0,0,0,0,0,929,432,0,2008,1067,0,1447,4250,4418,2034,0,1040,148,180,2023,1104,3830,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
SAMPLE_153,563,0,0,0,0,0,0,0,0,0,344,0,17,0,3956,1517,2422,477,3508,0,0,0,0,18,256,85,0,3,0,2116,1368,0,174,0,290,13,51,0,86,279,0,0,0,0,0,0,0,0,273,0,0,0,16283,4038,0,0,688,401,200,342,33,24,84,160,0,0,5287,0,2642,0,0,1,25,0,23,10,74,59,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,601,0,1356,590,0,0,218,1949,17,241,100,401,1724,3285,403,0,71,9,89,20,14,0,909
SAMPLE_154,0,0,0,0,0,0,0,0,0,0,0,2772,0,0,4519,1588,2747,467,3888,0,0,0,0,16,257,100,0,4,1488,4043,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,17402,4354,0,0,768,385,257,418,33,21,85,183,0,0,6357,0,3622,1134,536,3,31,5,22,0,0,0,0,48,0,0,3710,0,3096,0,0,0,0,0,118,11,68,825,177,1756,580,0,0,322,2008,0,319,104,245,0,2868,2,0,4,14,35,0,0,0,0
SAMPLE_155,632,37,102,70,30,0,0,0,1101,0,7665,4394,538,0,0,0,0,2281,5076,0,0,0,0,29,287,100,0,6,1519,4301,4008,89,12,161,34,60,55,0,75,270,0,0,0,0,0,0,0,0,0,0,0,0,18433,4515,0,0,0,127,136,419,31,39,94,188,0,0,6670,0,3888,1232,554,4,41,7,24,0,0,0,0,224,458,0,0,0,0,0,0,61,0,104,58,0,94,829,217,1816,610,0,0,330,2224,0,0,55,436,892,3812,383,0,0,0,0,0,0,2011,999
SAMPLE_156,306,42,88,58,24,22,0,5,0,0,0,2737,0,0,4064,1603,2446,0,2030,0,0,0,0,0,0,0,0,0,1412,3847,3502,0,177,0,361,17,55,0,82,274,0,0,0,0,0,0,0,0,284,0,0,0,16352,4083,0,0,698,411,228,0,0,0,0,0,0,0,0,0,1740,1493,563,2,37,8,28,0,0,0,0,205,397,0,2856,1,2804,2,0,0,0,94,39,0,80,836,189,1688,534,0,0,284,2062,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_157,557,43,109,98,38,29,0,10,651,0,5292,4040,219,0,4060,1618,2508,693,4262,0,0,0,0,17,249,108,0,3,1498,4255,3919,0,187,0,325,13,49,0,87,300,0,0,0,0,0,0,0,0,0,0,0,0,18446,4611,0,0,825,432,274,421,0,12,54,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1669,590,0,0,230,2231,12,237,120,431,1029,3891,430,0,88,7,106,26,13,2016,994
SAMPLE_158,0,0,0,0,0,0,0,0,629,0,5447,4158,245,1,4175,1490,2551,709,4397,0,0,0,0,26,307,112,0,0,34,0,9,0,199,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18885,4714,0,0,804,453,273,449,40,32,96,192,0,0,3730,0,0,2784,941,1,38,5,32,0,0,0,0,234,489,0,3369,9,3163,13,0,40,0,74,0,0,0,689,0,1584,695,39,18,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_159,568,45,95,68,23,28,0,5,599,0,5055,3761,225,0,3832,1373,2202,698,4112,0,0,0,0,0,0,0,0,0,1498,4086,3675,0,174,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,309,852,0,2148,0,461,0,0,773,450,252,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,0,0,0,0,203,466,0,3055,1,2936,0,0,43,0,108,52,0,0,0,0,0,457,0,0,231,2036,27,223,99,418,958,3669,402,0,39,0,0,0,0,1836,936
SAMPLE_160,0,0,0,0,0,0,0,0,511,0,4290,3157,186,0,3262,1215,1931,543,3320,0,0,0,0,18,218,115,0,1,1276,3305,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,14694,3577,0,0,672,378,242,331,19,17,75,121,0,0,5410,0,3150,907,442,2,27,2,18,4,59,70,0,0,275,0,2571,0,2416,0,0,0,0,0,90,107,0,0,157,1385,483,0,0,266,1725,0,0,52,397,885,2840,323,0,44,3,63,13,0,1322,0
SAMPLE_161,0,0,0,0,0,0,0,0,993,0,5765,1171,475,0,78,18,41,1906,4542,0,1534,2528,235,1264,0,2859,0,378,54,0,274,548,0,1159,0,276,89,0,128,262,342,40,871,46,2635,811,0,159,1259,2883,0,0,0,0,0,0,0,0,161,14,0,581,0,4842,0,932,893,0,1134,2511,503,3,12,15,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,26,321,695,128,0,0,0,486,3529,0,387,144,258,1477,2607,356,0,47,0,15,0,0,0,0
SAMPLE_162,0,60,106,73,32,22,0,9,697,0,5514,4188,235,6,4322,1470,2453,0,0,0,0,0,0,0,0,0,0,0,1580,4540,3990,0,217,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19027,4772,0,0,826,458,273,435,42,36,104,191,0,0,0,43,1981,1710,687,3,34,7,17,0,0,0,0,239,458,0,3405,0,3152,6,0,67,0,111,156,128,0,0,0,0,481,0,0,204,2257,25,231,141,477,1207,3837,500,0,69,10,108,38,10,1721,21
SAMPLE_163,0,50,368,795,110,318,0,94,743,0,4552,838,369,0,295,89,173,1380,3612,0,1164,1971,202,983,0,2309,0,312,2302,5531,6021,441,0,935,0,232,72,0,104,236,279,25,681,30,2159,688,170,136,1004,0,0,0,0,40,52,0,1313,709,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,231,563,130,0,0,0,353,2778,0,314,109,211,1090,1985,268,0,93,36,324,194,274,23,0
SAMPLE_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,1217,0,313,100,0,115,270,282,0,0,0,2888,929,277,164,1368,3052,0,0,0,48,50,0,1432,611,248,17,0,670,0,5148,0,1027,0,0,969,2723,525,5,4,16,0,0,0,0,0,922,377,0,4359,0,5393,731,1229,3544,0,3424,1326,427,120,1456,0,2988,1572,0,0,0,0,110,0,58,299,1183,2616,279,0,56,0,195,0,283,0,0
SAMPLE_165,653,57,99,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,4938,4498,0,181,9,402,23,55,0,96,334,0,0,0,0,0,0,0,0,381,0,0,0,21297,5197,0,0,914,545,332,510,47,24,0,0,0,0,0,0,0,0,0,0,26,0,23,0,0,0,0,270,566,0,461,950,0,691,0,1006,0,112,166,160,0,0,0,0,588,0,0,254,2580,31,270,156,525,1223,4249,501,0,84,15,89,34,32,2308,1198
SAMPLE_166,704,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,1754,2990,520,4293,0,0,0,0,30,284,105,0,6,1638,4438,4020,35,73,108,172,27,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,19282,4846,0,0,780,474,251,0,0,0,0,0,0,0,0,0,0,0,0,2,43,1,39,0,0,0,0,241,519,0,3460,0,3185,3,0,49,0,109,65,0,91,941,232,1959,648,38,14,0,2096,0,472,97,0,0,0,5,0,10,17,55,0,8,2148,1105
SAMPLE_167,0,39,461,933,142,405,0,118,1015,0,5495,1118,429,0,141,47,90,1797,4349,0,0,0,0,0,0,2275,0,339,2840,6885,7018,0,0,0,0,73,85,0,111,269,330,33,845,35,2384,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,517,0,1471,304,4,4,21,0,0,0,0,0,831,338,0,3813,0,4769,611,923,3077,0,2730,746,0,29,271,688,647,0,0,0,0,0,120,17,50,242,1193,2335,477,0,457,1328,2551,1560,843,0,0
SAMPLE_168,503,39,87,76,26,24,0,3,571,0,4457,3501,184,0,3470,1201,2047,589,3530,0,0,0,0,21,201,85,0,3,1300,3660,3258,0,145,0,293,13,34,0,63,253,0,0,0,0,0,0,0,0,0,0,0,0,15469,3909,0,0,667,362,235,369,0,0,0,0,0,0,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,9,60,694,181,1596,522,0,0,215,1831,31,199,133,398,861,3080,412,0,61,4,71,16,0,1648,840
SAMPLE_169,482,31,78,66,17,38,0,5,533,0,4408,3410,203,0,3456,1278,1963,0,1987,0,0,0,0,0,219,0,0,0,1347,3570,3308,0,163,0,281,11,47,0,68,258,0,0,0,0,0,0,0,0,266,0,0,0,15216,3812,0,0,0,0,83,348,0,0,0,0,0,0,5758,0,3339,967,526,6,17,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1812,19,233,99,374,877,3063,337,0,56,5,56,20,17,1664,864
SAMPLE_170,0,0,0,0,0,0,0,0,1038,0,5947,1170,530,0,3,3,2,1913,4586,0,1463,2418,250,1252,0,2923,0,322,0,0,0,500,0,1105,0,249,0,0,0,239,169,0,657,24,2498,0,0,0,1295,3125,166,0,0,44,56,0,1660,882,476,17,0,599,0,4840,0,895,840,12,1144,2542,474,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,321,704,130,0,0,0,502,3393,0,416,99,0,229,0,0,0,0,0,0,0,0,31,0
SAMPLE_171,0,59,465,1005,146,364,0,131,1028,0,5816,1169,514,0,28,8,9,1806,4448,0,1443,2467,239,0,0,1448,1241,0,2182,7691,7149,538,0,1075,0,267,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,39,46,0,1529,795,462,27,0,583,0,4734,0,832,868,0,1059,2490,454,5,3,12,0,0,0,0,0,859,347,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,0,363,125,267,1367,2432,375,0,131,24,411,247,334,39,0
SAMPLE_172,0,44,372,777,121,331,0,109,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,309,2399,5680,6116,428,0,962,0,256,76,0,108,238,295,32,693,35,2260,695,181,141,993,0,0,0,0,68,85,178,859,0,165,15,0,287,0,2003,0,0,750,13,907,1957,435,5,2,14,0,0,0,0,0,713,327,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,0,297,107,236,1188,2129,273,0,110,25,349,194,282,27,0
SAMPLE_173,0,0,0,0,0,0,0,0,773,0,4562,972,382,0,158,57,87,1551,3624,0,961,0,118,0,0,1908,0,305,2333,5635,6044,457,0,898,0,293,70,0,113,220,242,25,670,33,2176,626,176,153,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,687,309,0,3371,0,4122,523,901,2757,0,2531,1075,448,0,0,484,0,0,0,0,447,2809,0,0,0,0,0,0,7,0,34,10,168,0,231,36,0
SAMPLE_174,533,34,93,80,16,36,0,7,562,0,4469,3464,195,0,3619,1223,2109,580,3664,0,0,0,0,19,253,102,0,3,1402,3588,3309,0,144,0,302,2,9,44,1,0,0,0,0,0,0,0,0,0,0,767,0,1947,0,396,0,0,478,129,0,390,30,27,68,133,0,0,5554,0,3217,0,252,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,715,173,1619,525,0,0,302,1907,0,355,73,0,199,2580,229,0,39,15,71,14,13,1613,800
SAMPLE_175,570,40,104,84,27,23,0,6,614,0,5248,3898,250,0,4128,1514,2357,689,4186,0,0,0,0,29,275,90,0,3,1583,4204,3901,96,0,194,0,71,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,18157,4576,0,0,795,478,281,416,33,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,104,51,0,70,735,0,1597,666,0,0,242,2087,24,246,133,471,1024,3740,469,0,60,8,109,33,18,1986,1050
SAMPLE_176,0,36,399,835,104,353,0,80,865,0,4846,991,403,0,88,34,79,1602,3827,0,1178,2100,222,1000,0,2356,0,320,2380,5689,6072,397,0,932,0,195,0,0,0,0,0,0,0,0,2159,589,270,0,1021,0,0,0,0,43,64,74,960,0,217,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,2398,696,0,0,0,492,0,0,0,0,421,2837,0,323,122,227,1103,2137,0,0,50,45,364,226,299,25,0
SAMPLE_177,562,0,0,0,0,0,0,0,870,0,6530,3906,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,3694,3294,0,164,5,319,10,39,0,81,236,0,0,0,0,0,0,0,0,302,0,0,0,15859,3998,0,0,575,249,115,332,44,28,60,170,0,0,5709,0,3306,1014,471,1,25,7,16,0,0,0,0,221,451,0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,41,386,754,3157,324,0,63,7,72,21,11,1689,846
SAMPLE_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,5004,0,0,0,0,27,278,121,0,4,734,1987,0,0,186,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,18640,4626,0,0,827,455,295,422,35,32,81,177,0,0,6765,0,4029,1292,626,2,40,5,24,0,0,0,0,239,502,0,1877,0,0,0,0,0,0,0,0,0,80,847,215,1868,646,0,0,235,2278,17,237,123,415,1065,3819,0,0,0,0,0,0,0,1537,27
SAMPLE_179,0,0,0,0,0,0,0,0,667,0,5159,4124,246,0,3927,1057,0,1731,5042,0,0,0,0,0,0,0,0,0,1625,4343,4016,0,183,0,371,0,0,0,68,283,0,0,0,0,0,0,0,0,348,0,0,0,18734,4678,0,0,818,461,254,0,0,0,0,0,0,0,0,0,0,0,0,3,31,4,21,0,0,0,0,0,414,0,3361,0,3121,3,0,65,0,93,53,0,74,908,203,1816,592,37,18,0,1998,0,0,0,438,658,3658,0,0,0,19,0,12,2,1620,0
SAMPLE_180,0,0,0,0,0,0,0,0,646,0,5461,4199,237,0,4215,1552,2561,758,4439,0,0,0,0,20,284,132,0,4,1680,4451,4111,0,192,0,411,23,70,0,105,283,0,0,0,0,0,0,0,0,333,0,0,0,19041,4769,0,0,697,272,123,436,41,36,88,198,0,0,6906,0,4077,1296,565,1,43,4,28,0,0,0,0,239,473,0,0,1106,0,0,0,0,0,0,137,12,94,919,202,1961,610,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_181,0,0,0,0,0,0,0,32,0,22,381,0,20,0,4060,0,1769,1769,4460,0,0,0,0,26,286,97,0,0,0,0,0,0,180,1,325,23,60,0,83,283,0,0,0,0,0,0,0,0,347,0,0,0,18798,4779,0,0,808,465,270,463,34,34,78,187,0,0,6862,0,3967,1267,571,4,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,66,0,73,874,242,1902,601,0,0,236,2191,28,228,117,450,1905,3723,404,0,0,0,0,0,0,0,0
SAMPLE_182,568,40,109,90,27,32,0,0,660,0,5508,4268,243,0,4432,1565,2660,782,4471,0,0,0,0,43,297,96,0,0,0,0,0,38,0,79,236,43,50,0,67,286,0,0,0,0,0,0,0,0,347,0,0,0,0,488,0,0,721,0,154,442,21,30,95,184,0,0,7091,0,4201,1361,615,4,41,7,18,0,0,0,0,252,513,0,0,1097,0,0,0,0,0,0,0,0,0,872,241,1886,662,0,0,347,2331,0,478,0,0,0,0,0,0,0,0,0,0,0,2075,1066
SAMPLE_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,3722,3330,0,143,0,300,12,51,0,70,240,0,0,0,0,0,0,0,0,298,0,0,0,15899,3920,0,0,694,386,227,0,0,231,33,677,0,0,5700,0,3316,1025,501,0,24,0,18,0,0,0,0,187,385,0,2706,0,2618,3,0,64,0,94,59,0,76,765,181,1598,539,0,0,222,1836,18,194,84,418,1080,3184,374,0,82,6,79,18,9,1375,0
SAMPLE_184,0,28,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,2443,252,1236,0,2956,0,353,2835,6669,7040,0,0,0,0,36,35,63,62,0,726,27,604,0,0,0,0,0,1238,0,0,0,0,58,53,7,1491,796,468,44,0,0,0,1289,0,0,852,0,1074,2405,476,7,1,26,0,0,0,0,0,848,335,1241,0,0,1671,653,2316,3353,0,3071,1293,354,0,1756,1106,3553,1105,0,0,458,3275,0,0,0,0,564,2040,190,0,83,40,340,242,337,38,0
SAMPLE_185,0,34,0,675,0,311,0,85,31,0,0,0,0,0,0,0,0,1509,3446,0,1185,1919,185,802,0,1564,953,0,1793,6041,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,0,1318,679,371,18,0,456,0,3691,0,644,690,0,824,1928,389,5,6,13,0,0,0,0,0,730,302,954,0,0,1344,493,1773,2369,0,2230,603,0,27,273,498,136,0,0,0,396,2655,0,297,0,192,729,1878,268,0,374,1043,2054,1315,685,26,0
SAMPLE_186,575,52,113,71,28,25,0,10,0,0,0,2732,0,0,4645,1657,2691,0,2210,0,0,0,0,20,301,100,0,0,0,0,0,0,0,84,195,39,59,0,76,263,0,0,0,0,0,0,0,0,300,798,0,2208,0,470,0,0,726,390,284,405,40,28,81,180,0,0,6492,0,3820,1187,556,1,23,0,36,11,69,80,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,227,1746,621,31,11,0,1948,38,199,129,449,1049,3479,386,0,0,0,0,0,0,1937,964
SAMPLE_187,688,54,109,72,0,0,0,0,0,0,0,0,0,0,5551,1911,3265,611,4837,0,0,0,0,0,318,0,0,0,0,0,0,0,218,0,444,20,60,0,110,325,0,0,0,0,0,0,0,0,399,0,0,0,21516,5305,0,0,0,140,146,496,37,0,0,0,0,0,0,0,0,0,0,4,43,6,31,0,0,0,0,283,539,0,124,1183,0,808,0,1079,0,139,77,0,104,988,253,2210,773,0,0,266,2647,32,244,135,513,1235,4473,477,0,0,13,0,8,0,2260,1259
SAMPLE_188,0,45,422,833,129,396,0,108,825,0,4867,1003,391,0,339,130,246,0,0,0,2871,2234,214,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,767,169,138,1103,2724,153,0,0,36,43,0,0,0,0,0,0,0,0,1176,0,0,808,0,957,2160,458,4,6,20,0,0,0,0,0,789,290,0,3594,0,4453,639,957,3059,0,2745,1161,242,182,1757,990,3340,1091,0,0,420,3055,0,346,140,230,1208,2318,283,0,38,0,11,0,0,29,0
SAMPLE_189,326,45,94,79,28,20,0,6,635,0,4807,3744,210,0,3785,1337,2258,0,2183,0,0,0,0,22,216,104,0,2,1410,3926,3478,0,161,0,314,0,53,0,66,272,0,0,0,0,0,0,0,0,0,0,0,0,16689,4106,0,0,635,235,110,426,39,41,72,165,0,0,6139,0,3608,1149,493,2,26,6,22,0,0,0,0,206,472,0,2990,0,2827,0,0,0,0,104,57,0,58,817,202,1662,580,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_190,606,45,108,70,31,23,0,8,687,0,5585,4085,264,0,4447,1538,2505,0,0,0,0,0,0,23,264,125,0,6,782,2120,0,0,0,0,370,0,62,0,66,269,0,0,0,0,0,0,0,0,361,0,0,0,19200,4757,0,0,850,452,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,3482,0,3245,5,0,42,0,86,0,0,76,919,202,1957,668,0,0,262,2247,23,237,142,450,1101,3999,471,0,94,13,89,25,14,2037,1127
SAMPLE_191,0,0,0,0,0,0,0,0,1033,0,6147,1244,526,0,57,19,41,0,0,0,3335,2720,259,1074,0,2014,1271,0,0,0,0,536,0,1252,0,295,91,0,142,272,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,207,0,17,683,21,5178,0,959,907,0,1203,2628,497,7,5,12,0,0,0,0,0,905,394,0,4270,0,5439,680,1214,3572,0,3259,1368,574,0,0,1145,3366,1188,0,0,521,3656,0,396,148,257,1544,2669,564,0,551,1348,2817,1707,920,32,0
SAMPLE_192,542,43,118,69,27,22,0,9,211,0,2573,0,326,1626,0,0,0,2132,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,16843,4280,0,0,753,401,250,385,0,7,41,64,0,0,3309,0,0,2530,837,2,46,4,24,0,0,0,0,224,424,0,2978,0,2812,9,0,41,0,118,48,0,53,702,0,1414,663,0,0,301,1996,0,0,0,0,0,2712,2,0,7,16,65,18,14,1825,949
SAMPLE_193,0,43,350,745,99,290,0,88,0,0,3154,627,262,0,578,208,318,1268,3314,0,900,0,118,556,0,2035,0,296,2158,5133,5475,0,0,0,0,56,65,0,102,194,253,21,660,24,1894,0,0,0,979,0,0,0,0,30,46,0,1173,617,373,18,0,272,0,1866,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,382,2599,0,319,61,0,655,1645,184,0,54,28,261,179,246,26,0
SAMPLE_194,0,0,0,0,0,0,0,0,669,0,5195,4051,229,2,4044,1451,2438,729,4072,0,0,0,0,34,235,133,0,3,722,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18075,4565,0,0,844,449,220,393,30,22,87,159,0,0,6727,0,3822,1213,562,2,39,6,26,0,0,0,0,227,461,0,3141,3,3007,6,0,50,0,107,42,0,78,832,188,1784,575,0,0,238,2250,20,199,118,471,1206,3498,420,0,71,8,87,27,16,1589,0
SAMPLE_195,479,47,85,67,32,23,0,11,519,0,4394,3403,193,0,3401,1188,1963,563,3479,0,0,0,0,23,194,98,0,2,1290,3441,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025,3804,0,0,644,394,230,0,749,512,0,1428,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0,180,360,0,0,897,0,586,0,855,0,99,46,0,70,761,183,1545,526,0,0,179,1804,21,191,106,353,875,3055,348,0,59,8,86,19,11,1661,863
SAMPLE_196,459,37,62,62,20,24,0,38,0,21,298,0,11,0,3709,1334,2189,408,3153,0,0,0,0,0,0,0,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,622,345,198,334,25,21,69,154,0,0,5311,0,3150,945,437,2,27,4,20,0,0,0,0,191,375,0,2515,0,2383,0,0,30,0,86,46,0,68,659,176,1461,524,0,0,171,1751,17,196,77,360,832,2840,355,0,54,9,77,26,15,1590,797
SAMPLE_197,0,38,420,914,126,388,0,107,942,0,5481,1037,472,0,189,83,121,1807,4170,0,1459,2326,239,1153,0,2685,0,346,2732,6324,6884,433,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,35,57,0,1477,768,445,19,0,597,0,4439,0,796,854,0,1030,2357,446,4,0,18,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,387,92,18,205,0,0,0,50,41,366,213,302,33,0
SAMPLE_198,458,38,95,51,14,0,0,0,563,0,4261,3223,208,0,3441,1283,2006,598,3423,0,0,0,0,25,234,99,0,1,1244,3566,3215,0,151,0,313,13,36,0,74,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,352,210,349,26,29,71,130,0,0,5554,0,3180,993,472,4,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,168,1451,533,0,0,216,1821,17,189,104,399,908,3077,345,0,61,9,71,21,15,1552,823
