,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_141,2041,143,134,87,0,577,922,0,19,0,108,19,2,0,33,0,1284,0,0,0,164,0,0,8,11,74,0,0,4305,1605,0,0,247,194,1014,0,129,542,21,295,0,0,0,0,0,0,0,0,0,0,0,0,8,1027,3179,840,0,2,5,0,0,2334,3620,35,20,2352,94,381,265,33,11,23,0,0,9,5,2,600,816,5130,3120,0,0,207,453,1168,2547,450,3426,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,462,156,1009,237
SAMPLE_142,512,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,27,0,163,0,82,388,2364,1312,2071,0,0,2561,0,0,38,36,0,11,0,0,0,0,0,0,132,33,36,0,0,834,0,0,2936,0,30,1794,470,309,834,22,30,56,28,21,80,248,11,47,191,1425,2194,0,0,0,0,0,0,0,0,499,0,641,432,295,413,173,1360,0,710,2439,0,391,0,786,0,481,36,64,0,1054,0,0,0,0,0,0,9,0,77,2368,1651,0,756,58
SAMPLE_143,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,0,0,0,0,37,10,0,21,0,51,0,0,0,2040,0,0,46,0,89,0,79,0,1028,3660,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,200,4,0,0,800,0,4704,7517,152,621,1463,378,235,719,0,21,39,0,0,0,0,0,293,0,1180,2098,0,0,924,722,142,628,0,214,389,0,579,449,258,385,157,1245,0,635,2080,0,411,0,720,0,474,39,63,0,1027,0,0,1000,292,2913,324,966,0,0,0,0,0,0,0
SAMPLE_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,526,741,109,63,279,136,202,141,65,75,0,0,3869,1419,0,0,203,161,965,0,0,0,0,286,0,204,0,2233,1,0,849,1203,502,0,318,0,33,1004,2921,688,0,32,0,4,0,1941,3232,191,853,0,125,6,11,26,10,15,0,0,14,6,3,532,699,4673,2813,0,0,203,433,1022,2327,371,3002,0,1418,311,1545,1531,2088,0,566,0,1025,4455,0,238,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_145,1889,93,110,84,0,509,865,0,18,0,92,19,5,0,39,0,0,1463,0,0,0,0,0,0,22,57,0,0,3862,1472,0,0,418,0,740,0,51,166,9,119,1071,0,0,2419,0,0,935,1199,586,143,681,0,33,956,2954,763,0,0,2,0,0,1808,3162,19,0,2114,89,333,240,0,0,0,0,0,14,11,0,0,626,3742,2636,0,0,73,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,11,40,117,0,0,408,146,977,203
SAMPLE_146,0,0,0,0,0,0,378,339,0,2368,195,673,0,0,53,0,24,0,7,0,0,28,32,48,0,0,0,1914,0,0,31,0,138,0,67,0,1321,0,1882,0,0,0,0,118,34,0,0,0,0,0,0,0,0,218,320,368,0,0,0,777,2122,0,0,0,0,1436,402,248,682,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,356,247,346,150,1174,0,605,1812,0,361,0,622,0,410,47,43,0,883,0,0,904,283,2684,0,0,0,0,1720,1171,0,376,0
SAMPLE_147,454,20,0,0,0,0,344,414,0,2597,227,262,0,2107,0,0,0,0,53,24,42,41,37,58,0,0,0,2065,0,0,54,0,74,0,59,343,2221,1187,1916,0,0,2361,0,0,0,42,48,90,35,0,23,4,0,231,342,415,1,0,0,788,0,4637,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,503,299,185,0,182,1134,0,584,2183,0,417,0,672,0,442,35,59,0,1042,0,0,0,0,0,0,0,0,67,2151,1491,0,680,48
SAMPLE_148,299,5,88,45,0,205,357,0,0,0,0,0,0,1711,0,0,19,0,0,0,0,0,0,0,0,0,0,1711,0,0,4,0,177,0,54,284,1735,918,1517,0,0,1875,0,0,0,33,44,66,31,0,15,1,0,44,174,0,38,0,0,665,0,3660,5996,125,449,1179,293,187,584,13,16,44,15,22,48,212,5,0,0,2,2,1649,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,20,0,808,0,0,779,258,2325,269,276,0,70,1720,1125,0,546,32
SAMPLE_149,2253,115,0,0,0,0,0,0,0,0,0,0,0,6,37,0,1510,0,122,84,345,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,270,11,178,1018,0,0,3054,0,0,927,0,447,466,485,0,0,1213,3488,966,0,0,3,0,0,0,0,0,0,0,0,0,12,27,12,16,0,0,14,6,3,684,943,5891,3532,0,0,237,506,1330,2897,516,3781,0,1840,397,1940,1841,2581,0,806,0,1232,5503,0,301,0,0,0,0,2827,0,0,0,0,12,0,0,0,17,55,136,0,0,522,171,1109,232
SAMPLE_150,2271,109,0,0,32,9,0,0,0,0,114,3,5,78,0,0,1529,0,164,97,371,152,240,231,56,94,0,0,4878,1828,0,0,72,221,1282,0,63,201,10,123,1423,0,0,3050,0,0,1174,1611,760,206,793,0,66,1226,3700,950,0,25,0,6,0,2540,3981,50,92,2697,122,431,295,38,5,14,0,0,12,6,4,679,983,5957,3492,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,126,0,0,503,176,1187,223
SAMPLE_151,0,7,155,120,0,618,1101,0,0,0,0,0,0,0,0,0,81,1648,152,63,373,172,254,163,0,68,0,0,4737,1902,0,0,301,229,1104,0,136,465,0,305,428,0,0,3086,0,0,1149,1540,749,192,820,0,49,0,0,3,0,5,5,4,0,2327,4047,62,123,2672,127,399,238,36,8,10,0,0,16,4,0,645,967,5832,3575,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,20,0,2,0,29,114,126,0,0,37,78,0,7
SAMPLE_152,413,35,0,0,0,0,357,400,0,2511,201,235,0,1917,0,0,0,0,47,12,37,49,41,54,0,0,0,1840,0,0,60,0,28,0,69,312,1997,1046,1685,0,0,2189,0,0,0,37,41,66,27,0,14,7,0,217,334,406,0,0,0,731,0,4084,6844,5,24,1467,413,271,674,12,26,48,29,22,55,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,12,0,73,1955,1346,0,602,40
SAMPLE_153,2173,127,143,122,0,639,977,0,19,0,96,1,2,81,0,0,1480,0,142,80,351,156,247,202,68,79,0,0,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,3958,71,129,2474,91,384,279,0,0,0,0,0,19,10,2,713,932,5663,3332,0,0,275,490,1267,2825,504,3694,0,1820,362,1767,1755,2667,0,770,0,1282,5595,0,319,0,331,0,502,2229,29,0,0,0,0,8,11,6,17,104,131,0,0,486,175,1121,221
SAMPLE_154,1640,59,156,122,0,666,1016,0,25,0,142,1,7,78,0,0,14,1749,142,39,363,165,243,215,73,84,0,0,4838,1757,0,0,202,198,1196,0,92,296,11,165,1027,0,0,3003,0,0,1098,1505,800,178,875,0,50,1181,3695,1056,0,0,0,0,0,2250,4070,23,24,2791,115,467,313,30,15,16,0,0,0,0,0,1234,0,5116,3411,0,0,245,558,1279,3029,493,3837,0,1807,409,1963,1883,2609,0,741,0,1000,4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_155,394,23,0,0,0,0,341,368,0,2428,189,211,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,18,51,60,23,0,23,0,0,191,278,388,0,0,0,716,2173,0,0,100,260,24,0,14,486,13,30,48,24,20,57,208,9,0,70,558,1074,371,0,642,631,97,520,0,0,420,0,550,423,263,338,156,1169,0,586,2016,0,367,0,619,0,397,36,50,0,937,0,0,527,0,2430,0,0,0,59,1894,1235,0,597,56
SAMPLE_156,0,0,0,0,0,0,0,633,0,2625,215,280,0,2167,0,0,0,0,62,25,60,29,0,36,0,0,0,2089,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,365,464,1,0,0,861,0,4894,7742,160,643,1491,403,244,764,11,44,43,26,29,56,290,10,0,0,0,3,2054,682,0,173,201,456,0,0,488,0,624,442,289,373,177,1301,0,611,2194,0,404,0,740,0,474,37,44,0,1038,0,0,994,320,3002,353,361,0,0,0,0,0,0,0
SAMPLE_157,1746,73,0,67,0,569,946,0,14,0,110,0,3,74,0,0,414,1061,126,67,320,141,241,191,67,75,0,0,4240,1550,0,364,0,13,0,0,0,0,0,0,1946,0,0,3638,634,0,0,4,8,56,38,0,14,1088,3144,889,0,0,6,0,0,0,1200,277,1122,0,148,6,4,24,10,17,0,0,13,10,2,619,853,5140,3039,0,0,231,426,1132,2600,436,3388,0,1589,350,1750,1694,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,110,0,0,397,159,899,0
SAMPLE_158,1811,104,116,94,0,511,838,0,0,0,0,0,0,4,28,0,1266,0,115,74,282,109,216,137,59,75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2025,3324,44,78,2246,95,323,224,21,0,0,0,0,7,11,1,576,720,4822,2930,0,0,215,370,1031,2369,417,3111,0,1463,0,0,1296,0,0,0,0,906,4564,0,277,0,284,0,395,1849,24,0,0,0,12,2,3,0,0,50,110,0,0,415,130,980,186
SAMPLE_159,2291,125,149,111,0,585,971,0,0,0,0,0,0,0,0,0,0,0,39,16,0,90,197,177,67,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1213,3506,962,0,6,2,1,0,2449,3934,47,11,2554,124,455,299,33,13,11,0,0,0,0,3,672,904,5636,3311,0,0,257,478,1202,2949,472,3758,0,1681,386,1836,1848,2559,0,675,0,1276,5621,0,309,0,309,0,437,2277,33,0,0,4,0,9,12,6,0,0,111,0,0,495,181,1198,215
SAMPLE_160,138,0,9,0,0,0,286,305,0,2006,161,188,0,1584,0,0,26,0,3,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,1967,0,0,24,28,0,0,0,0,0,0,0,107,0,259,0,0,0,635,0,3590,5797,111,468,1109,266,168,537,12,19,44,21,25,47,221,4,0,97,768,1542,0,0,717,541,73,452,0,0,0,0,412,288,194,285,164,1010,0,238,424,0,0,1233,245,0,180,30,35,0,772,0,0,770,249,2195,261,796,0,0,0,28,0,71,0
SAMPLE_161,2199,113,154,98,0,630,1001,0,24,0,119,3,6,67,0,0,0,1660,157,48,360,168,231,185,62,92,0,0,3925,0,0,0,931,216,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,3818,318,1214,33,0,0,0,0,0,0,0,0,20,6,0,647,897,5572,3354,0,0,283,491,1349,2883,476,3690,0,1767,333,1920,1820,2549,0,735,0,1245,5467,0,293,0,239,0,0,2747,0,0,0,0,17,0,0,0,121,485,129,0,0,471,167,1125,217
SAMPLE_162,0,0,0,0,0,0,0,0,0,0,113,1,3,78,0,0,1389,51,138,108,374,168,255,223,68,101,0,0,4803,1921,0,0,897,251,771,0,49,189,0,110,1598,0,0,3038,0,0,1157,1547,766,169,800,0,60,1268,3797,1003,0,23,0,3,0,2603,4181,38,33,2853,110,452,259,34,12,15,0,0,8,9,0,768,959,6115,3558,0,0,272,540,1372,3003,498,3895,0,1914,370,1872,1902,2613,0,783,0,1343,5880,0,321,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_163,435,22,0,0,0,0,355,366,0,2358,177,247,0,1956,0,0,0,0,47,11,35,33,33,56,0,0,0,1924,0,0,37,0,75,0,70,0,37,0,0,165,0,2397,0,0,42,34,0,8,1,0,0,0,0,202,336,390,1,0,0,708,0,4269,6800,56,235,19,0,17,0,0,0,0,0,0,49,203,0,0,0,0,0,1890,610,0,170,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,949,269,2695,111,0,0,85,1938,1384,0,629,53
SAMPLE_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187,0,0,55,0,75,0,75,0,1201,4193,0,489,0,3315,0,0,0,35,48,84,38,0,16,5,1,262,368,404,0,0,0,838,0,0,2873,207,660,1469,381,244,744,23,29,57,26,31,76,279,15,0,0,3,9,1354,0,420,781,131,583,0,0,509,0,617,455,279,389,137,1367,0,604,1793,0,287,0,0,0,20,76,0,0,1091,0,0,1022,300,2987,330,600,0,87,2249,0,0,0,0
SAMPLE_165,512,29,0,0,0,0,392,423,0,2780,247,271,0,2144,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,363,421,0,0,0,881,0,4850,7741,164,646,1514,424,254,709,14,28,59,33,34,89,314,10,41,189,1276,2101,0,0,565,0,375,631,0,0,449,0,585,431,294,403,170,1277,0,688,2249,0,435,0,713,0,457,47,62,0,1074,0,0,1031,299,3036,338,1099,0,75,2277,1514,0,695,53
SAMPLE_166,422,7,0,0,0,0,324,381,0,2276,192,246,0,1861,0,0,0,0,31,0,0,0,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,33,0,0,719,0,3989,6487,0,0,1423,400,221,591,18,19,41,30,16,72,207,6,0,0,0,0,1785,529,0,171,183,370,0,0,359,0,497,404,223,318,136,1114,0,584,1817,0,350,0,623,0,359,29,44,0,902,0,0,851,255,2508,109,0,0,66,1811,1304,0,559,45
SAMPLE_167,2137,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,65,0,0,3820,0,0,0,796,210,695,0,177,605,18,343,0,341,0,2661,8,0,1078,1406,682,172,761,0,46,1114,3331,880,0,0,3,0,0,2326,3652,78,199,1533,0,222,0,28,0,16,0,0,15,0,0,0,0,0,0,0,0,229,489,1256,2722,463,3493,0,1666,363,1828,1646,2482,0,645,0,1254,5227,0,276,0,300,0,439,2199,33,0,0,0,7,3,0,7,0,96,120,0,0,477,154,1093,208
SAMPLE_168,457,23,0,0,0,0,0,564,0,2324,181,262,0,1850,0,0,26,0,0,2,0,14,0,21,0,0,0,1896,0,0,0,0,184,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,0,156,574,1331,313,231,621,16,24,42,18,10,61,245,12,0,23,179,355,956,0,473,653,99,520,0,0,435,0,498,422,257,357,147,1139,0,543,1924,0,420,0,599,0,392,32,48,0,895,0,0,838,299,2671,334,613,0,64,1980,1326,0,654,54
SAMPLE_169,395,17,0,0,0,0,330,293,0,1939,0,0,0,1821,0,0,0,0,34,20,32,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,311,360,0,0,0,744,0,3971,6282,102,525,1095,307,207,630,11,30,44,32,21,44,192,0,0,0,1,3,1668,483,0,212,13,0,0,0,363,0,468,283,180,95,0,0,0,59,289,0,0,0,290,0,197,30,20,0,841,0,0,819,249,2481,265,295,0,0,1631,1152,0,563,38
SAMPLE_170,1835,113,120,117,0,530,940,0,15,0,94,6,8,76,0,0,0,1569,0,0,0,64,180,129,0,500,107,127,0,0,0,0,188,210,1094,0,155,590,22,325,0,318,0,2511,1,0,1004,1349,646,187,715,0,54,1027,3133,894,0,0,2,0,0,1957,3371,30,73,2305,102,372,252,38,8,14,0,0,10,6,1,612,835,5186,3062,0,0,174,338,1112,2065,111,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,103,0,0,0,67,873,207
SAMPLE_171,413,23,0,0,0,0,385,337,0,2219,0,0,0,0,57,0,13,0,3,0,0,24,23,54,0,0,0,1995,0,0,30,0,122,0,71,305,2006,1049,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1326,403,240,680,11,24,37,24,44,0,201,0,87,178,1226,1959,0,0,784,730,108,568,0,0,443,0,541,437,268,368,136,1184,0,633,1937,0,429,0,675,0,446,40,43,0,964,0,0,905,314,2807,347,971,0,68,1993,1367,0,611,43
SAMPLE_172,0,0,0,0,0,0,0,572,0,2237,0,0,0,2061,0,0,0,0,61,16,29,27,34,57,0,0,0,2011,0,0,63,0,51,0,88,337,2053,1064,1800,0,0,2309,0,0,0,43,43,55,30,0,19,4,0,143,0,303,0,0,0,0,0,4635,7175,133,551,1350,369,210,711,13,21,52,22,22,63,277,9,35,182,1250,1883,0,0,851,613,0,0,0,0,380,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,19,0,932,0,0,925,293,2739,312,982,0,0,0,0,0,0,0
SAMPLE_173,1915,94,114,96,0,553,879,0,26,0,105,2,5,57,0,0,400,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1030,3058,815,0,0,5,0,0,2062,3397,31,20,2365,82,364,274,32,5,14,0,0,8,8,1,621,830,4850,2939,0,0,217,399,1065,2466,442,3269,0,1464,317,1682,1604,2276,0,614,0,1085,4894,0,257,0,206,0,0,2280,0,0,0,0,7,1,1,0,0,10,0,0,0,430,139,987,196
SAMPLE_174,0,0,94,23,0,0,317,348,0,2217,190,225,0,1816,0,0,0,0,32,14,38,0,6,47,0,0,0,0,0,0,40,0,54,0,55,0,1405,840,1594,0,0,0,0,0,38,34,0,8,0,0,0,0,0,235,314,390,0,0,0,682,1917,0,0,45,23,1436,398,206,664,17,16,25,19,25,52,211,10,46,132,1055,1730,0,0,0,176,169,387,0,0,343,0,464,262,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_175,2370,136,158,109,0,645,1072,0,26,0,119,3,7,87,0,0,1546,0,167,96,341,163,236,212,89,86,0,0,4847,1679,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1209,3683,1059,0,2,8,0,0,0,0,0,102,2735,100,445,309,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,361,349,2506,0,1701,405,2004,1946,2730,0,791,0,1330,5924,0,353,0,349,0,484,2348,31,0,0,6,0,9,9,12,13,101,159,0,0,534,189,1275,237
SAMPLE_176,516,26,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0,0,47,10,37,0,9,41,0,0,0,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,371,455,0,0,0,905,0,5225,8405,0,0,1893,525,297,815,0,0,0,37,27,81,303,14,0,0,0,0,2211,702,0,222,246,519,0,222,525,0,656,503,314,432,163,1407,0,697,2415,0,460,0,781,0,505,41,55,0,1163,0,0,1053,321,3243,132,0,0,91,2411,1623,0,765,50
SAMPLE_177,348,24,0,0,0,0,279,328,0,2143,193,212,0,1795,0,0,0,0,49,15,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,667,0,3800,6117,134,514,1142,279,180,584,14,26,44,19,24,47,224,6,0,83,621,1202,191,0,617,578,101,468,0,0,338,0,480,339,221,313,125,1033,0,539,1715,0,379,0,530,0,368,29,53,0,753,0,0,790,229,2462,272,737,0,59,1752,1234,0,609,40
SAMPLE_178,1466,52,133,99,0,597,977,0,15,0,99,8,2,72,0,0,6,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,261,0,2740,0,0,1030,1477,667,202,751,0,0,1099,3466,901,0,28,0,4,0,2136,3736,53,126,2467,115,352,277,27,0,0,0,0,17,7,1,653,869,5391,3285,0,0,236,456,1201,2647,517,3546,0,1644,314,1843,1737,2212,0,0,0,1026,5020,0,237,0,0,1,0,2663,0,0,0,0,17,0,0,0,18,98,107,0,0,0,0,0,0
SAMPLE_179,386,21,110,71,0,276,412,0,0,2238,0,168,0,2237,0,0,0,0,56,16,41,32,40,63,0,0,0,2136,0,0,21,0,162,0,65,359,2144,1193,1966,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987,7753,0,0,1729,452,270,773,14,34,55,21,27,70,298,8,0,0,0,1,2104,698,0,206,209,441,0,0,443,0,595,415,283,390,160,1343,0,677,2196,0,429,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2124,1440,0,683,39
SAMPLE_180,367,15,0,0,0,0,309,318,0,2211,167,219,0,1694,0,0,0,0,59,21,43,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,714,0,3981,6353,122,545,1159,321,219,604,15,14,45,28,22,60,192,9,37,151,1075,1679,0,0,0,180,185,379,0,0,378,0,459,373,221,329,120,1022,0,579,1818,0,342,0,569,0,383,37,45,0,804,0,0,821,241,2480,324,872,0,46,1798,1159,0,533,46
SAMPLE_181,1976,107,119,97,0,632,939,0,16,0,101,1,0,60,0,0,240,1257,77,7,255,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2067,3581,55,129,2318,116,361,273,29,11,22,0,0,13,6,2,633,825,5071,3143,0,0,198,431,1111,2560,430,3418,0,1595,304,1716,1683,2310,0,681,0,1161,5059,0,325,0,254,0,445,2039,21,0,0,2,0,10,10,5,14,101,121,0,0,511,181,1061,185
SAMPLE_182,2104,101,0,0,0,0,823,0,18,0,107,20,4,0,31,0,24,1628,128,61,286,124,234,176,0,503,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,3162,886,0,19,0,5,0,1934,3645,47,117,2388,111,364,248,37,8,18,0,0,24,5,0,673,864,5166,3120,0,0,231,433,1118,2581,432,3441,0,1578,350,1776,1597,2366,0,681,0,1186,5113,0,277,0,330,0,399,2124,18,0,0,0,11,0,0,0,28,102,121,0,0,476,152,1095,205
SAMPLE_183,0,0,0,0,0,0,389,416,0,2755,240,290,0,2261,0,0,0,0,54,19,55,45,42,72,0,0,0,2265,0,0,74,0,19,0,76,365,2273,1214,1936,0,0,2643,0,0,0,0,0,0,0,0,0,0,0,0,137,33,50,0,0,842,0,4890,7878,153,675,0,429,19,612,21,35,47,22,26,69,289,9,51,197,1309,2124,0,0,0,0,0,0,0,0,454,0,586,389,217,114,0,0,0,424,1956,0,421,0,704,0,448,42,58,0,1107,0,0,1009,333,3075,340,1132,0,0,0,0,0,0,0
SAMPLE_184,0,0,92,19,0,0,302,306,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,68,297,1842,918,1562,0,0,1997,0,0,0,35,36,67,21,0,19,0,0,242,309,387,0,0,0,709,0,3856,6220,179,687,11,0,13,461,21,30,35,25,24,0,167,7,57,145,1065,1647,0,0,771,612,102,483,0,0,376,0,456,358,213,322,122,1059,0,262,434,0,0,0,0,15,0,0,13,0,832,0,0,855,229,2495,312,893,0,69,1787,1101,0,329,0
SAMPLE_185,1814,48,148,90,0,584,923,0,19,0,95,1,4,63,0,0,0,1561,130,37,361,151,219,193,58,90,0,0,4354,1618,0,0,427,0,878,0,58,185,4,97,1397,0,0,2770,0,0,1030,1378,666,146,732,0,46,1153,3263,873,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,767,4217,3046,0,0,207,455,1176,2644,442,3419,0,1651,367,1793,1725,2378,0,676,0,1175,5023,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,102,0,0,436,160,901,0
SAMPLE_186,0,10,148,97,0,618,975,0,0,0,0,0,0,24,25,0,228,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,1462,692,187,827,0,56,1155,3413,899,0,2,2,0,0,2200,3839,22,23,2476,111,436,305,43,6,14,0,0,12,6,2,656,932,5503,3224,0,0,227,486,1202,2791,509,3666,0,1714,346,1834,1756,2352,0,0,0,1106,5345,0,285,0,296,0,460,2177,33,0,0,0,17,0,1,0,2,12,0,0,0,27,65,0,7
SAMPLE_187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1788,149,55,367,172,239,216,72,106,0,0,5139,1898,0,0,195,233,1300,0,187,697,12,425,0,394,0,2953,0,0,1147,1647,819,170,882,0,56,0,0,0,0,0,0,0,0,2374,4294,70,141,2713,117,449,285,42,12,18,0,0,23,6,1,759,982,6020,3754,0,0,227,428,1256,2433,62,1091,185,0,423,2056,2041,2830,0,804,0,0,4783,0,245,0,202,0,0,0,0,0,0,0,0,0,0,0,26,115,134,0,0,36,88,0,0
SAMPLE_188,2029,99,112,99,0,607,901,0,18,0,126,4,2,62,0,0,69,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1024,3268,836,0,9,1,1,0,2032,3598,64,113,2226,123,370,241,39,7,23,0,0,8,5,0,609,840,5131,3118,0,0,229,479,1096,2623,457,3390,0,1557,322,1688,1670,2286,0,618,0,1193,5125,0,282,0,307,0,391,1950,37,0,0,0,0,6,10,6,14,113,111,0,0,463,154,1077,200
