,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118
SAMPLE_145,0,0,612,2974,6,0,0,2489,1181,753,0,1020,3015,5591,0,509,315,2459,0,0,143,0,96,0,0,0,8,0,4761,482,0,0,365,0,0,0,0,0,1991,1254,0,0,199,0,0,547,215,0,547,813,175,0,0,1357,959,0,0,5,0,299,0,3447,0,443,0,1086,0,0,73,33,0,0,829,0,0,920,0,0,0,4266,137,0,43,0,3275,0,0,0,0,0,0,212,0,0,0,448,1475,64,0,0,0,688,6525,1378,0,0,3186,3380,0,0,49,1418,2078,3264,0,0,0,776
SAMPLE_146,0,0,0,0,398,0,3927,134,51,0,0,2152,2187,3012,413,746,0,0,11,64,170,0,209,7,0,2089,0,56,1174,0,565,0,0,0,0,2457,0,0,1053,324,0,0,15,14,0,133,114,0,38,2878,0,0,0,174,549,0,0,0,0,586,0,0,3459,1780,0,3421,3724,0,0,0,0,0,0,1335,0,999,0,1666,648,0,0,0,42,0,1561,0,0,2228,0,592,0,0,1200,0,1328,59,268,0,963,476,0,0,60,675,0,24,157,322,1254,1772,0,1292,127,1775,4046,0,859,3259
SAMPLE_147,0,1264,0,0,0,4657,1286,196,797,0,0,908,1563,1503,300,2738,0,2110,0,836,0,0,469,0,0,1535,5,0,2678,0,0,0,0,0,0,105,0,0,1847,1248,2803,6,0,6,0,0,0,0,5,192,0,323,0,85,0,0,0,301,242,439,0,3112,1887,204,268,0,1233,0,0,173,0,0,167,688,500,594,303,0,56,688,0,0,35,0,1246,0,2716,0,0,0,0,587,2007,613,0,0,0,0,0,0,0,0,4305,148,120,22,608,0,0,1146,0,1321,0,0,3258,0,429,48
SAMPLE_148,771,986,3275,0,0,2530,3407,2033,0,0,0,0,0,1957,0,4291,0,0,0,11,7,0,641,898,0,1675,0,53,0,0,0,64,0,0,0,1102,0,312,90,0,2239,0,2,0,0,0,0,0,5,769,0,15,0,770,2069,0,0,0,0,1275,0,1336,4943,0,37,898,3213,0,0,21,0,0,0,0,466,199,483,338,2850,0,0,0,11,0,229,0,41,0,4664,421,0,0,5076,0,0,211,893,0,0,3984,0,0,0,2,67,19,0,0,0,0,0,411,95,0,0,0,5,96
SAMPLE_149,0,0,1184,0,0,30,869,445,0,361,0,0,3910,0,0,2709,0,0,0,227,564,0,311,318,0,1507,0,2368,102,0,0,320,0,0,2782,0,0,0,0,0,0,1617,0,0,2,10,0,788,269,1684,1219,0,0,23,0,0,263,0,1,2264,0,2869,5221,0,0,1869,1461,0,42,59,0,0,27,0,212,1520,21,1679,1369,0,274,0,357,0,743,0,342,0,5425,268,0,0,2747,48,0,8,0,0,0,3119,1460,0,1587,41,0,67,0,0,0,3127,3927,0,196,0,0,0,0,0
SAMPLE_150,801,2404,0,3274,16,0,900,237,0,0,0,15,2303,1096,24,1973,0,0,0,221,762,0,338,0,0,50,0,0,0,33,0,0,120,0,0,0,0,0,5,1633,61,0,28,0,192,3,0,0,418,1326,0,0,0,379,1134,0,0,0,0,0,0,1607,0,0,497,1661,282,0,0,2219,0,0,38,0,0,1531,0,0,0,0,0,0,20,0,0,775,744,0,9199,0,0,584,0,0,0,0,516,1469,272,6834,0,0,1924,0,0,626,0,1344,0,113,102,0,2714,0,0,129,79,647
SAMPLE_151,0,157,2697,0,0,887,2848,0,0,0,0,1172,3273,3089,0,2643,0,0,0,1081,684,0,470,0,0,245,0,0,0,0,0,160,0,0,1418,0,0,0,518,186,355,0,6,76,0,861,0,2523,56,617,0,0,24,914,342,0,0,0,42,0,0,3551,0,228,0,961,191,18,0,138,4019,0,0,909,28,955,1030,1552,0,1362,0,0,275,0,1151,0,0,0,104,593,0,84,4743,89,0,0,1707,0,2363,0,0,0,5220,0,0,0,1410,0,859,2027,0,1638,0,1886,0,0,135,1886
SAMPLE_152,0,0,0,0,16,2917,3388,0,969,229,0,13,3972,3815,0,7566,10,0,56,0,0,0,2295,33,0,0,0,0,519,0,0,389,0,0,0,361,0,0,1001,0,0,44,0,10,616,0,468,0,42,909,126,0,0,313,1561,0,180,0,0,167,0,1741,2115,461,0,1521,652,0,374,465,0,0,10,0,187,0,1422,2378,944,766,0,0,550,0,432,0,0,0,8289,399,0,0,2194,0,0,0,626,0,0,4646,1526,0,1354,119,0,15,0,1968,0,705,0,0,0,0,0,0,798,711
SAMPLE_153,0,0,0,0,0,1731,2304,0,86,2179,0,354,6897,1704,706,899,0,66,0,1149,2564,0,214,46,0,0,0,292,1901,35,3,835,345,0,0,0,0,703,0,1035,0,0,0,0,0,0,0,0,156,965,0,0,0,0,0,0,0,0,1374,37,0,3716,0,0,17,1216,361,333,0,0,710,0,0,0,0,2783,0,619,1158,197,37,0,32,0,4,0,1436,0,245,180,0,0,297,87,0,1949,1871,0,475,0,0,0,4171,970,0,0,433,781,0,471,716,1469,0,0,157,2167,374,2166
SAMPLE_154,170,317,0,0,0,0,1737,0,357,2172,0,747,485,0,0,181,0,0,69,0,0,0,152,8,2343,1845,0,68,415,0,0,1469,0,0,899,1022,0,0,1033,0,607,0,401,946,0,0,1765,0,653,907,1434,0,0,975,719,0,0,247,0,0,0,1231,512,0,280,1020,0,0,28,2226,0,0,803,0,0,1164,244,1967,2151,0,0,0,0,0,2032,0,271,0,2956,344,0,0,514,0,2372,0,312,0,493,2468,0,0,646,863,0,2867,1906,0,1689,0,0,0,13,56,4632,1304,0,0
SAMPLE_155,0,1513,0,0,0,0,2077,34,0,0,0,22,4163,0,0,426,0,7244,0,650,38,0,402,0,0,0,0,0,391,14,0,23,0,0,1600,612,0,0,0,0,0,345,0,13,0,0,0,0,36,479,0,0,0,154,0,0,0,0,0,6467,0,981,154,0,626,1341,66,0,0,5,0,0,167,0,584,1322,517,61,1722,577,0,0,45,0,2565,0,2644,0,1357,13,0,0,38,0,0,0,29,772,735,0,169,0,643,127,0,27,0,0,0,3531,0,42,0,0,4858,0,71,0
SAMPLE_156,397,2520,0,575,54,0,4113,64,0,135,0,20,68,2529,0,102,0,0,0,0,29,0,41,0,0,696,0,0,0,0,0,1299,0,0,0,0,0,0,1460,558,228,191,0,0,0,0,0,0,153,382,0,0,0,52,2981,0,0,0,0,780,0,3544,918,592,0,1893,52,0,0,0,0,0,0,0,0,504,1798,0,301,0,0,0,0,0,3497,0,0,1575,3618,0,0,0,798,0,103,19,1236,0,216,3213,0,0,6540,0,0,806,271,1220,0,19,0,4910,0,0,0,0,6,8
SAMPLE_157,41,219,2319,1277,465,0,0,0,0,3420,0,1137,5486,132,0,6173,0,0,0,119,7,0,993,0,0,1460,0,0,710,0,0,1137,0,0,356,871,0,0,0,0,481,0,464,0,0,0,0,687,0,1967,0,255,26,119,0,0,0,306,17,0,2115,864,0,568,1234,7642,0,1,0,113,0,0,0,664,82,1708,249,1792,1464,6050,1144,0,657,0,1314,0,0,0,1127,281,0,615,0,0,1372,42,257,0,0,1013,516,0,2369,704,0,120,0,0,1356,2721,292,124,0,583,3207,67,140,1141
SAMPLE_158,0,0,0,0,56,0,2822,0,0,0,0,0,255,2083,0,3853,0,0,65,2791,2391,0,1221,0,0,0,0,0,0,0,0,68,398,0,0,0,1758,17,44,92,0,108,73,20,0,0,936,460,0,0,0,0,0,0,480,3796,327,0,0,0,112,2237,2259,0,419,0,0,0,0,0,0,887,0,1817,0,804,555,246,0,1835,1043,0,12,0,0,0,348,0,12424,0,0,456,1048,0,0,0,213,0,0,7771,2084,210,1454,276,0,1676,2727,84,0,0,0,0,163,0,5963,0,81,913
SAMPLE_159,0,173,0,524,0,2168,0,1126,203,0,0,23,1919,4807,0,2400,110,3364,1097,377,3310,0,366,1671,0,25,0,0,1027,0,0,0,0,0,1400,577,0,0,1239,0,0,34,68,0,0,0,1251,0,0,1905,1188,1173,0,10,0,105,0,0,90,4328,0,2723,2476,779,0,0,3919,0,22,469,0,640,21,458,1018,671,488,0,949,2225,33,0,0,0,1136,0,0,0,0,0,0,0,2589,0,0,0,28,72,0,1020,210,0,2797,761,310,85,340,0,0,1425,0,0,0,0,4503,0,138,47
SAMPLE_160,1253,292,0,0,0,1629,2433,134,0,3171,0,5,3277,1916,0,3018,0,0,34,0,22,0,1063,3,0,1453,0,26,1366,0,0,958,487,0,0,1838,0,0,0,0,470,0,103,0,0,0,324,0,4,0,0,0,36,229,0,0,173,46,15,0,0,2067,2512,1284,688,0,546,0,0,44,0,0,0,1407,0,985,180,0,0,2597,239,0,9,0,0,0,3184,0,8334,0,0,81,57,0,0,0,0,0,0,6462,0,81,4088,401,0,0,3107,0,0,1104,0,1696,0,2793,6098,0,511,127
SAMPLE_161,0,109,0,0,0,92,2534,8,2097,1105,52,0,2581,6036,0,6134,0,852,0,0,61,0,1388,1278,0,294,0,58,391,17,0,989,0,0,75,885,0,0,3064,0,114,0,16,399,0,0,437,405,989,2596,0,0,0,178,1391,0,265,0,2,2980,0,421,2747,4179,308,0,728,0,0,7,978,0,0,0,0,1307,0,1393,2450,0,0,0,39,0,0,0,0,2095,12121,234,0,1092,2549,0,2114,63,3371,0,2762,8405,0,0,1263,0,0,167,194,0,681,702,0,0,0,0,4067,922,300,3489
SAMPLE_162,0,3104,175,0,0,0,3107,0,0,29,0,0,0,2883,234,700,0,2132,0,0,0,720,485,171,21,1567,0,1254,535,212,0,327,0,0,1401,426,0,0,43,0,534,0,46,3,0,0,198,377,43,877,141,0,0,230,2229,0,0,0,0,2903,0,1108,1462,1984,4,1005,73,0,385,5,710,0,1590,0,0,391,539,0,122,0,0,0,27,0,0,0,1,1172,5371,152,0,0,1474,0,0,1745,0,0,0,3600,614,0,756,678,28,0,0,1605,0,0,0,1477,42,1815,81,392,59,2248
SAMPLE_163,0,60,1262,0,74,0,1023,1816,18,0,0,0,1938,3826,217,2435,0,0,0,943,1597,0,640,0,0,395,0,0,0,0,0,0,0,0,1774,0,0,0,19,326,129,548,46,451,0,0,96,0,0,275,101,0,0,4,730,0,0,0,0,937,0,237,0,0,0,862,4410,0,0,187,551,0,0,0,11,843,20,37,1566,575,0,0,249,0,3150,0,0,0,0,0,0,0,0,0,0,28,0,47,2171,129,2299,0,492,239,0,18,152,2,0,0,410,0,0,0,0,894,678,1936
SAMPLE_164,938,0,228,630,0,0,4143,1787,684,0,0,293,4636,3839,0,0,111,2754,38,4674,0,0,167,0,0,0,5,0,0,1,0,2112,41,0,0,0,0,0,943,852,1459,0,0,0,0,0,184,176,113,619,182,0,361,648,1804,0,0,295,0,0,0,1279,0,302,357,777,1808,20,448,151,1160,0,0,258,674,1896,0,0,575,0,31,0,0,0,873,0,293,2614,0,127,0,0,1765,0,52,0,763,0,2673,2652,350,589,1036,9,0,0,407,0,0,0,0,735,0,2721,5039,0,0,3469
SAMPLE_165,0,268,0,0,0,4068,4392,0,0,0,0,16,2693,3192,0,0,0,0,0,5368,2668,0,4,0,0,148,0,0,2475,0,0,0,0,0,658,0,1572,0,0,1,610,0,438,0,0,0,2269,875,0,302,27,0,0,739,33,0,0,0,18,1069,0,3159,4132,127,0,0,0,0,88,0,160,1188,0,422,0,789,880,2718,0,1707,0,0,33,0,1701,0,0,0,5484,426,0,328,2873,0,1649,443,15,0,2021,4339,0,0,1915,287,0,0,494,0,790,560,0,725,0,0,5037,0,109,11
SAMPLE_166,675,0,0,0,0,1183,4998,0,1209,1684,0,619,2745,6290,0,5749,0,839,0,6813,1355,0,1042,0,0,2357,0,0,32,0,0,660,220,0,2188,0,0,0,1864,2845,0,0,0,0,0,1669,52,0,407,832,12,0,0,75,1534,2563,0,7,94,2811,0,336,3789,1060,1695,0,320,0,0,203,0,0,1473,785,0,2104,0,0,0,1350,0,0,405,0,1273,0,1490,0,10098,404,0,0,1248,557,0,19,1455,0,4072,6570,0,0,1851,146,0,53,4423,1586,0,2446,0,908,350,0,2367,0,0,1595
SAMPLE_167,1502,295,0,695,0,1589,707,34,1685,97,0,1426,3088,1945,0,7904,0,7057,0,0,1157,0,0,0,0,1949,0,0,254,0,0,123,0,0,66,0,0,0,2752,402,637,0,23,0,0,0,36,0,206,1565,34,0,0,1375,1424,0,0,0,57,4523,44,1074,937,762,18,3623,388,0,105,418,0,1,0,0,844,974,77,1789,0,2727,873,0,57,0,3780,0,0,598,0,246,0,21,949,0,0,0,1731,0,421,0,0,0,720,1371,0,59,202,1651,608,0,0,0,0,0,0,0,466,3454
SAMPLE_168,0,0,0,1664,467,10,2870,1456,0,0,0,624,0,3344,199,1387,0,620,0,129,0,0,268,199,0,0,0,1389,0,0,0,0,33,62,0,0,0,0,273,1147,0,0,0,306,0,3,3213,0,199,690,936,0,24,1,2504,40,0,170,44,322,2154,1736,138,0,178,860,1319,4,0,994,1825,0,34,2123,0,857,0,618,0,0,0,251,137,0,0,16,132,0,3750,0,0,0,56,12,0,0,2172,0,0,3403,934,18,1153,0,0,1218,1223,0,0,0,2625,449,0,0,2077,58,0,1417
SAMPLE_169,0,1719,2183,0,7,2524,2986,1272,422,1136,0,5,0,0,0,24,0,700,0,1871,2351,0,982,9,0,1021,0,64,30,0,0,483,0,0,0,0,0,0,464,0,3956,0,0,0,0,154,0,1717,668,85,0,0,1673,673,0,0,0,129,6,164,0,1379,1961,0,0,94,1826,57,0,1803,0,0,2258,0,4,221,493,0,0,3726,0,0,0,0,0,0,0,0,1141,6,0,129,1889,0,0,226,0,0,0,1868,0,0,847,989,151,41,0,0,0,524,62,1114,0,0,2539,40,826,0
SAMPLE_170,0,1441,260,525,0,2964,0,2060,756,0,0,144,132,1406,0,187,297,1812,0,1678,1262,0,47,92,0,0,0,0,3531,0,0,0,501,0,0,3172,0,0,1123,0,0,0,29,181,163,0,0,1567,7,693,0,1170,0,73,1721,0,0,190,0,1452,0,2334,0,643,19,784,2588,0,0,141,552,0,85,100,172,657,1715,0,441,0,0,1,0,0,1406,0,3240,0,900,0,0,1168,0,0,0,0,3000,0,2471,559,0,0,1233,164,0,0,0,0,0,64,0,0,0,1202,93,341,548,42
SAMPLE_171,0,461,0,678,142,5401,1583,71,1352,0,0,0,2209,2252,0,128,0,2297,0,1899,0,0,19,47,0,1897,0,0,2227,0,0,1737,750,0,0,2348,0,0,2726,51,633,0,24,73,0,0,755,0,0,353,19,0,0,0,0,0,366,265,0,3122,0,0,3005,1336,491,381,1167,0,0,1202,4587,0,0,1712,0,678,1533,302,169,2691,0,0,5,0,2157,0,405,0,2350,0,0,0,3168,0,59,36,0,0,0,2148,0,0,3623,0,0,2,0,0,0,87,458,0,1364,0,6679,1171,39,0
SAMPLE_172,0,0,0,0,0,167,3874,0,0,2205,2,1287,5847,2872,0,1384,0,0,3124,1704,1184,0,785,4,0,422,0,26,1503,377,0,673,0,0,1241,2607,0,711,1480,0,0,0,165,0,0,70,36,0,0,812,0,0,0,360,4687,0,0,0,20,146,0,2335,0,1398,0,927,0,0,0,0,0,0,677,0,647,1622,0,1783,1304,110,1844,0,18,0,1272,0,0,0,6540,285,0,63,406,0,0,129,1953,40,1111,5968,0,0,0,60,0,0,7,0,0,489,0,544,0,0,0,0,71,0
SAMPLE_173,653,1299,0,1424,15,4070,4969,414,2237,0,0,2202,0,4232,508,0,0,6317,0,1870,448,0,14,0,0,2823,0,0,2529,0,0,0,627,0,301,0,0,0,3418,0,943,0,0,0,445,0,0,1513,0,690,41,0,0,545,4609,62,0,197,39,2555,0,5139,304,1168,1261,854,0,0,0,0,0,0,0,0,380,530,1076,568,708,365,0,0,0,0,2039,0,4163,0,0,110,0,0,252,0,0,0,3320,0,541,2318,0,0,3507,209,372,1371,52,0,0,208,0,2435,0,0,0,632,30,0
SAMPLE_174,0,0,985,0,131,0,2941,0,0,1233,0,0,5461,389,0,504,0,0,1,482,0,0,673,0,0,85,0,0,284,422,0,777,0,0,2561,684,0,0,0,572,0,0,2,0,0,0,495,2082,0,1241,119,1,0,668,0,0,273,0,0,0,0,965,0,0,621,1331,1074,0,307,0,50,0,773,0,3,1543,0,239,1144,0,0,0,0,0,117,0,582,0,8634,38,0,560,0,0,1690,228,19,0,2528,7413,1060,0,1906,61,0,0,364,0,0,2538,0,0,0,0,8688,0,23,61
SAMPLE_175,0,0,0,0,0,3144,5078,30,0,694,0,415,1395,3174,0,1113,0,0,0,3724,78,0,362,77,0,1586,0,0,57,0,0,355,0,0,279,78,33,609,0,116,0,0,65,794,0,0,0,0,413,279,0,0,0,27,42,0,0,0,0,32,0,1393,1881,164,27,0,882,0,4,1322,0,0,0,304,188,405,0,376,265,3214,0,0,128,0,737,0,1403,0,0,124,0,271,469,0,0,1287,584,0,0,0,0,1099,3717,0,0,0,57,533,0,694,609,588,6,35,363,1019,11,1055
SAMPLE_176,0,187,0,585,147,1895,3681,181,0,0,0,1,1942,4064,8,2159,0,0,0,0,0,0,665,0,0,1241,0,0,0,0,0,0,0,0,26,0,0,0,15,434,413,0,180,99,0,79,2974,0,122,604,0,20,0,17,13,0,0,42,0,58,0,832,1301,0,0,789,0,0,0,75,0,0,0,0,0,743,1209,49,0,2213,0,0,79,0,0,0,304,0,5221,20,0,817,12,0,0,3,0,0,3,4447,0,305,5792,249,0,644,1465,0,0,1212,0,1613,0,36,0,4264,263,1144
SAMPLE_177,0,228,2984,0,0,1051,40,0,1750,0,0,295,0,2244,0,2293,483,1227,118,0,454,0,1510,0,0,1372,0,0,3031,0,336,327,0,0,1001,0,0,0,2116,56,466,0,112,0,0,0,227,1874,64,510,173,0,0,599,0,389,0,28,139,4302,0,2891,0,0,0,5076,216,0,393,157,0,0,0,214,0,1065,54,1362,134,0,38,0,269,0,0,0,0,0,7768,352,0,565,0,1452,156,0,0,0,580,4659,0,0,1649,362,253,834,1672,1041,0,0,2231,330,1747,0,0,92,88,0
SAMPLE_178,0,63,0,2476,0,0,1542,1431,900,0,0,27,1125,3058,0,67,0,4461,0,0,0,0,11,143,0,498,0,52,0,0,0,0,0,0,281,0,2026,597,1420,1281,170,0,39,0,0,0,2678,0,0,0,5,0,2448,2076,0,0,0,29,55,4950,0,1009,1918,0,0,0,1341,106,11,1411,28,17,0,0,0,361,0,1303,0,0,0,0,3,0,0,0,0,0,0,183,0,630,1605,0,577,708,0,0,869,229,0,0,666,0,0,0,1527,0,140,39,0,2568,0,0,0,598,12,0
SAMPLE_179,0,2011,0,571,0,0,3274,0,0,178,0,91,231,422,0,0,0,0,36,0,0,0,0,0,110,775,0,0,0,9,0,0,0,0,0,0,0,0,55,156,390,0,16,23,16,933,1166,0,0,1039,6,1584,0,824,61,0,0,0,0,3755,0,1461,1321,0,1525,1190,0,0,7,0,0,0,7,0,0,1242,2713,1029,427,170,0,0,575,0,0,0,0,1261,872,453,0,0,1408,0,0,982,71,0,0,0,1221,242,1104,505,152,0,366,1878,413,0,896,0,2130,12,0,2041,116,1134
SAMPLE_180,258,4246,0,3649,0,0,1938,0,0,0,0,0,191,1158,0,2712,0,0,0,138,651,0,712,1205,0,101,0,660,3559,0,16,1528,248,0,353,1176,0,0,16,315,1049,0,0,0,0,0,12,0,241,2359,25,0,0,0,0,0,0,226,0,0,0,3238,0,1151,168,0,1126,0,0,75,3010,0,1538,2252,0,665,1243,1428,2767,2747,0,0,282,0,1292,0,444,0,0,255,0,0,2664,25,0,0,0,0,3533,335,0,0,2547,400,0,592,118,0,0,0,1467,0,0,0,2192,0,84,2272
SAMPLE_181,1682,49,0,650,0,56,3940,53,880,281,0,2178,178,3164,0,0,0,2097,0,0,0,0,0,785,0,390,0,1039,0,0,0,77,0,0,0,0,0,0,2127,600,125,94,11,797,0,0,23,0,149,1666,0,0,0,106,2853,0,0,0,445,1588,0,1576,0,1415,0,1770,69,0,0,27,27,0,34,420,84,906,1580,220,1467,63,0,0,96,0,1339,0,0,0,0,0,0,0,0,0,0,0,4002,405,2400,0,1437,0,0,25,0,0,1335,794,0,81,0,0,216,1037,1380,1153,342,5978
SAMPLE_182,1188,1091,0,0,0,9438,3308,0,0,0,0,1009,1021,4526,0,1822,0,0,0,33,0,0,274,0,0,0,0,0,1457,0,6,0,0,0,390,3298,0,1181,427,0,2386,0,0,7,0,0,108,1524,52,247,10,2045,0,1928,235,0,0,0,644,0,0,2002,826,2211,92,321,2900,0,0,0,1951,0,0,757,0,627,652,1286,1403,6943,49,0,23,0,0,0,119,1809,0,215,0,943,0,918,0,0,382,0,2272,0,0,0,1181,1086,0,0,20,0,222,0,1329,4992,554,2712,638,0,0,1824
SAMPLE_183,0,0,0,0,0,0,1549,822,2198,0,0,42,330,1677,0,1988,0,6503,0,52,0,0,614,0,0,0,0,0,295,0,150,79,0,0,0,687,0,0,2182,0,0,0,0,0,0,14,259,0,710,2014,0,0,0,13,1385,0,3,0,39,4901,0,117,4327,934,0,2974,739,0,0,0,2471,0,0,26,0,245,1011,534,1207,1937,0,0,1,0,2049,0,0,0,8212,84,0,507,1720,0,1866,27,632,2019,246,5968,179,6,771,1047,0,489,0,0,0,11,476,0,0,32,3650,0,9,2
SAMPLE_184,978,778,0,0,0,0,2369,0,499,0,0,0,0,2753,0,1810,0,0,0,176,24,0,311,926,676,301,16,0,234,0,0,102,0,4764,967,539,0,0,518,458,1716,0,2,534,0,0,26,52,419,1872,22,0,3,675,683,193,0,0,0,0,0,879,320,137,72,0,0,2,85,21,0,0,0,0,0,509,1144,104,1513,0,0,0,164,0,3415,0,193,0,174,19,0,0,258,0,0,206,1929,0,2922,0,0,0,3281,13,0,1995,313,0,0,1369,0,707,1970,754,0,731,1,2086
SAMPLE_185,0,3453,0,1637,12,0,2789,1247,0,0,0,58,2384,2724,0,0,0,0,454,0,0,0,313,373,2026,285,0,0,2786,138,0,0,0,0,745,522,0,0,15,162,291,0,682,394,0,0,415,0,0,862,95,0,0,0,1228,0,194,192,19,0,0,3162,617,427,1605,967,1229,0,0,0,4657,0,0,285,0,1181,1761,280,540,50,0,0,0,1,0,0,1456,0,1095,451,0,865,675,1,0,28,0,0,0,960,0,0,4953,53,0,21,0,551,0,1889,0,1188,992,0,266,411,0,0
SAMPLE_186,0,0,90,0,0,2510,4614,0,0,1554,0,0,995,5664,597,0,0,0,42,2048,0,0,559,2,332,0,0,46,0,418,0,0,0,0,0,504,0,0,1211,0,0,0,254,96,0,0,0,0,0,1292,0,522,0,50,2918,0,0,0,304,0,0,2479,196,682,0,1431,536,0,0,0,0,0,15,0,83,305,0,92,1106,2236,114,0,191,0,939,6,0,1738,996,0,0,1087,32,0,225,18,2765,0,0,906,1525,20,1550,352,0,172,0,0,0,531,0,0,0,0,2339,0,451,23
SAMPLE_187,1273,4494,1880,0,0,308,1768,216,0,0,0,0,0,1883,67,0,1493,1563,17,72,2127,0,1392,0,3406,1412,0,0,56,0,0,108,0,0,1494,0,391,0,183,0,474,0,411,919,831,38,892,3552,34,1988,852,0,0,1295,205,0,0,21,185,1342,0,0,25,0,0,4423,588,0,0,250,110,0,271,0,99,805,2742,1856,0,131,0,0,5,0,0,22,0,0,1635,0,0,361,19,63,0,0,113,0,0,1072,1252,0,117,170,0,0,0,0,842,3349,1070,0,0,3157,0,3490,104,142
SAMPLE_188,1368,97,2962,0,0,0,4269,0,0,0,0,531,559,2159,0,91,0,0,0,2919,0,0,29,1598,0,170,148,3235,549,40,0,0,0,0,0,1244,0,42,267,71,56,0,154,303,0,0,0,1813,0,2504,0,0,0,783,371,0,0,200,0,0,0,0,2671,305,102,0,0,0,0,0,854,0,0,0,0,0,44,4195,3731,0,0,9,0,0,490,409,515,0,0,0,0,494,2696,718,0,236,424,0,66,264,196,0,48,0,356,0,3050,0,1075,218,0,0,0,0,0,426,10,752
SAMPLE_189,0,1220,0,0,16,0,1023,4,0,1611,0,58,1643,269,5,1076,0,0,0,0,91,0,0,0,0,56,0,252,3061,4,0,1114,0,3805,0,396,0,0,27,0,2722,175,10,164,0,564,455,2526,0,874,299,0,0,1080,0,0,0,0,248,2196,0,2284,659,662,3,3387,3,0,896,0,669,0,0,22,0,1589,985,1065,1089,698,1773,0,61,0,0,128,1034,0,885,170,0,0,706,0,0,296,0,0,2221,746,0,98,1617,79,0,0,129,0,0,400,0,947,0,1288,24,0,137,1600
SAMPLE_190,0,4410,0,1054,0,2,1144,146,106,1967,2,249,987,0,0,2627,0,0,0,0,0,0,1425,1836,0,2943,0,0,0,0,0,0,0,3970,884,0,39,651,219,0,4094,0,151,0,0,0,2546,0,0,0,848,0,0,24,0,0,0,0,15,2579,0,665,1367,0,189,2567,131,0,0,1081,2663,0,0,185,590,834,0,2734,69,0,0,0,28,322,272,0,0,490,0,490,0,1082,1402,1,1061,0,0,0,0,357,0,0,4445,0,97,8,0,0,285,0,0,1478,0,343,2840,655,0,2401
SAMPLE_191,0,0,0,0,0,1883,3237,658,0,0,0,1104,392,1585,0,2191,1839,0,0,105,0,0,228,0,1078,21,0,0,2848,8,0,155,0,0,0,0,0,0,523,0,0,68,94,0,0,15,663,0,0,487,344,0,0,1503,1034,0,0,326,0,2781,0,3073,0,826,0,927,1826,0,2,197,0,0,0,0,0,147,405,1875,0,2444,0,0,226,840,1091,0,0,0,7288,459,0,0,840,0,0,468,1011,641,0,4305,0,2,4437,1152,0,277,0,1874,1924,0,1197,1878,2829,0,0,80,484,3012
SAMPLE_192,0,34,0,597,0,5357,4426,0,0,0,0,325,2959,3055,0,593,0,1971,0,807,0,0,239,0,0,267,0,0,542,0,0,1120,490,0,1674,323,52,0,0,1723,84,0,62,575,0,0,1811,0,0,1119,237,2082,0,601,251,0,0,0,0,0,0,1508,0,1631,0,0,1687,0,0,8,0,0,0,138,291,1588,36,0,392,3008,96,0,37,0,1638,0,2871,0,0,48,0,929,0,0,0,0,272,0,828,0,821,0,3990,607,0,9,1089,2068,0,0,285,957,5031,3107,0,892,328,0
SAMPLE_193,1469,436,348,0,0,3502,1094,0,521,0,0,1611,217,3384,0,3202,0,0,0,1835,279,0,597,0,0,1744,0,0,513,0,1127,294,409,0,92,1295,0,0,1984,0,672,0,0,523,0,16,346,2658,0,416,51,0,0,70,0,44,262,0,17,0,0,0,6187,1435,218,0,759,149,160,649,0,0,0,0,0,1051,75,203,0,0,0,0,74,0,2071,0,1884,0,0,27,0,455,3790,3,0,0,0,0,2077,0,0,0,2397,405,0,1098,3613,0,0,0,0,0,0,0,3095,1079,11,0
